district,total_tax_units,weighted_tax_units,total_population_estimate,ctc_recipient_units,ctc_recipient_rate,total_ctc_amount,total_refundable_ctc,total_nonrefundable_ctc,total_qualifying_children,avg_ctc_per_unit,avg_ctc_per_recipient,ctc_Q2_Low,ctc_Q1_Lowest,ctc_Q3_Middle,ctc_Q4_High,ctc_Q5_Highest,ctc_single,ctc_married_filing_jointly,ctc_married_filing_separately,ctc_head_of_household
5.0,3059.0,97181.1817837472,97181.1817837472,287.0,0.09382151029748284,26943005.191995367,14675415.179974694,12267590.012020677,13799.577155431685,277.2450869341185,2864.042943211713,3197272.526337118,8815576.256227586,4198059.981317794,6708969.269028764,4023127.159084108,461226.1645005356,17886127.654257126,375035.99642518256,8220615.376812527
