SERIALNO,PUMA,HINCP,WGTP,NP,state
2020HU0199229,100,-60000,12,0,15
2020HU0199245,307,160200,5,5,15
2020HU0199407,200,40140,12,1,15
2020HU0199450,307,96100,9,2,15
2020HU0199684,306,0,5,2,15
2020HU0199750,304,72000,22,1,15
2020HU0200615,304,-60000,71,0,15
2020HU0200880,200,105000,3,2,15
2020HU0201612,100,-60000,41,0,15
2020HU0202424,100,119150,6,2,15
2020HU0202525,100,-60000,46,0,15
2020HU0202581,301,13000,5,1,15
2020HU0202703,306,138900,5,1,15
2020HU0202814,100,606000,4,4,15
2020HU0203068,307,60000,23,2,15
2020HU0203115,301,81000,4,9,15
2020HU0203118,305,305200,9,7,15
2020HU0203225,306,81400,43,3,15
2020HU0203406,303,236000,7,6,15
2020HU0203613,304,434000,4,7,15
2020HU0203962,308,11000,4,1,15
2020HU0204083,100,788000,60,3,15
2020HU0204119,200,53600,4,3,15
2020HU0204247,306,254440,8,9,15
2020HU0204425,302,112200,11,2,15
2020HU0204843,305,79000,232,1,15
2020HU0204863,200,56200,25,2,15
2020HU0205076,100,-60000,32,0,15
2020HU0205194,308,158700,18,2,15
2020HU0205840,100,40000,7,1,15
2020HU0206262,304,48500,9,1,15
2020HU0206367,307,24000,13,2,15
2020HU0206434,200,128400,24,3,15
2020HU0206610,307,71800,13,2,15
2020HU0206645,200,128800,15,5,15
2020HU0206774,305,64700,12,4,15
2020HU0207091,302,80000,11,1,15
2020HU0207246,200,69500,96,2,15
2020HU0207461,100,253900,2,2,15
2020HU0207723,306,36000,1,1,15
2020HU0207765,304,66000,5,2,15
2020HU0208242,308,406000,80,2,15
2020HU0208377,100,242800,4,1,15
2020HU0208831,100,62500,69,4,15
2020HU0209497,100,124000,10,7,15
2020HU0209666,304,96800,11,2,15
2020HU0209692,100,30000,3,1,15
2020HU0209857,303,195000,2,3,15
2020HU0210261,100,58000,64,6,15
2020HU0210389,200,-60000,9,0,15
2020HU0211470,100,122500,9,1,15
2020HU0211859,100,28000,2,1,15
2020HU0211973,100,7100,1,1,15
2020HU0212029,304,445000,16,2,15
2020HU0212031,303,268000,5,4,15
2020HU0212143,301,89400,11,1,15
2020HU0212285,100,-60000,9,0,15
2020HU0212409,200,28500,25,4,15
2020HU0212433,308,68000,9,1,15
2020HU0212528,200,65900,1,2,15
2020HU0213068,305,-60000,30,0,15
2020HU0213158,307,76900,27,4,15
2020HU0213458,307,90000,43,1,15
2020HU0213532,303,576600,14,4,15
2020HU0213540,307,168500,15,3,15
2020HU0213591,100,55700,2,6,15
2020HU0213752,100,124000,8,8,15
2020HU0213866,308,198000,37,3,15
2020HU0214123,303,-60000,52,0,15
2020HU0214447,304,165000,12,5,15
2020HU0214675,302,112000,5,1,15
2020HU0214867,100,307200,38,4,15
2020HU0214988,304,46000,3,1,15
2020HU0215074,100,-60000,5,0,15
2020HU0215454,200,67000,14,2,15
2020HU0215539,306,82500,11,4,15
2020HU0215668,200,494000,1,4,15
2020HU0215810,303,244000,5,1,15
2020HU0215934,100,58000,1,1,15
2020HU0216047,306,63400,30,3,15
2020HU0216246,100,-60000,16,0,15
2020HU0216263,100,10710,1,5,15
2020HU0216411,304,57500,68,4,15
2020HU0216454,307,111800,5,2,15
2020HU0216481,304,600,5,3,15
2020HU0216523,308,73000,28,7,15
2020HU0216649,301,43300,1,3,15
2020HU0216728,304,36000,13,1,15
2020HU0216873,307,189000,26,4,15
2020HU0217130,308,150000,4,1,15
2020HU0217289,200,80000,3,2,15
2020HU0217296,100,104000,7,2,15
2020HU0217297,301,-60000,18,0,15
2020HU0217402,306,256500,62,5,15
2020HU0217509,308,124400,66,5,15
2020HU0217666,302,73300,5,1,15
2020HU0217699,100,131200,63,2,15
2020HU0217798,306,176000,3,1,15
2020HU0217947,303,107400,34,3,15
2020HU0218383,305,145800,73,3,15
2020HU0218815,302,93000,2,5,15
2020HU0218963,303,175000,8,2,15
2020HU0218991,301,188000,3,3,15
2020HU0219034,303,73560,20,3,15
2020HU0219238,306,190070,9,2,15
2020HU0219686,200,105000,55,4,15
2020HU0220011,301,0,47,1,15
2020HU0220189,100,128300,18,3,15
2020HU0220281,303,35000,14,1,15
2020HU0221011,303,535800,4,4,15
2020HU0221035,100,120500,14,4,15
2020HU0221081,200,183030,9,3,15
2020HU0221235,100,150000,13,3,15
2020HU0221325,305,167000,21,4,15
2020HU0221433,306,198200,11,2,15
2020HU0221612,302,58500,25,2,15
2020HU0221645,100,217000,12,2,15
2020HU0221755,200,10000,6,1,15
2020HU0221916,306,263200,7,5,15
2020HU0221951,200,60000,1,1,15
2020HU0221981,301,222980,15,3,15
2020HU0222102,306,205600,5,4,15
2020HU0222344,100,39200,21,1,15
2020HU0222801,303,127500,20,2,15
2020HU0223084,304,45200,30,2,15
2020HU0223310,306,32500,10,2,15
2020HU0223375,307,41400,13,2,15
2020HU0223501,301,12900,4,2,15
2020HU0223620,301,25000,8,1,15
2020HU0223969,301,39020,128,2,15
2020HU0224738,100,-60000,3,0,15
2020HU0224785,302,7400,14,1,15
2020HU0224865,306,55000,7,1,15
2020HU0225590,200,25800,107,1,15
2020HU0226280,200,19600,16,2,15
2020HU0226447,304,333500,45,1,15
2020HU0226542,303,102700,25,3,15
2020HU0227021,200,50660,1,3,15
2020HU0227035,303,113400,16,6,15
2020HU0227364,100,3000,2,2,15
2020HU0228274,301,187200,3,5,15
2020HU0228598,307,60000,7,2,15
2020HU0228841,304,24620,45,1,15
2020HU0228870,200,4800,47,2,15
2020HU0229026,100,76000,4,2,15
2020HU0229360,307,19600,19,4,15
2020HU0229421,304,49000,41,1,15
2020HU0229540,305,60800,19,1,15
2020HU0229801,303,291000,17,4,15
2020HU0230130,307,216000,19,6,15
2020HU0230539,301,43200,4,2,15
2020HU0230679,304,383450,14,8,15
2020HU0231093,200,101250,4,2,15
2020HU0231264,302,174600,25,3,15
2020HU0231304,200,52100,3,2,15
2020HU0231377,100,162600,16,4,15
2020HU0231381,306,57400,92,6,15
2020HU0231482,100,-60000,2,0,15
2020HU0231554,307,216000,104,2,15
2020HU0231904,304,494000,8,4,15
2020HU0231930,304,36000,14,1,15
2020HU0232269,304,-60000,38,0,15
2020HU0232341,302,19000,23,1,15
2020HU0232401,100,-60000,23,0,15
2020HU0232418,303,543000,4,2,15
2020HU0232874,302,44000,2,3,15
2020HU0232911,100,37000,14,1,15
2020HU0232949,304,53000,9,1,15
2020HU0233390,306,100600,20,3,15
2020HU0233507,100,78000,3,2,15
2020HU0233645,200,15000,14,1,15
2020HU0233897,200,72680,23,6,15
2020HU0233904,200,100400,16,4,15
2020HU0234248,306,194500,78,4,15
2020HU0234330,100,186600,5,3,15
2020HU0235210,303,-60000,31,0,15
2020HU0235538,301,90000,33,1,15
2020HU0235626,200,216800,18,2,15
2020HU0236306,308,170000,23,2,15
2020HU0237174,302,142000,16,2,15
2020HU0237278,302,244500,25,4,15
2020HU0237279,301,35200,46,3,15
2020HU0237560,304,56000,4,1,15
2020HU0237608,301,78800,1,5,15
2020HU0237729,100,108800,88,4,15
2020HU0238154,306,71000,9,2,15
2020HU0239016,303,149000,4,4,15
2020HU0239658,305,9400,8,1,15
2020HU0240009,100,9800,20,1,15
2020HU0240182,100,137200,71,3,15
2020HU0240510,100,-60000,1,0,15
2020HU0240654,301,170020,96,5,15
2020HU0240711,307,117500,15,3,15
2020HU0240726,304,85200,17,2,15
2020HU0240855,307,170070,131,3,15
2020HU0240931,100,46090,2,1,15
2020HU0241052,200,165520,11,2,15
2020HU0241210,304,83500,1,1,15
2020HU0241212,301,-60000,6,0,15
2020HU0241215,100,15000,9,3,15
2020HU0241418,100,54000,10,2,15
2020HU0241920,305,435900,9,2,15
2020HU0241942,100,71200,7,2,15
2020HU0241967,200,37400,1,1,15
2020HU0242254,303,122100,7,2,15
2020HU0242320,305,110000,2,1,15
2020HU0242339,200,108000,44,3,15
2020HU0242514,307,282000,19,1,15
2020HU0242683,100,233000,19,2,15
2020HU0242804,304,13100,8,1,15
2020HU0242860,306,55000,33,1,15
2020HU0243365,100,12300,2,1,15
2020HU0243800,304,109500,12,2,15
2020HU0244302,302,70440,6,5,15
2020HU0244384,307,108400,28,3,15
2020HU0244454,200,405200,1,2,15
2020HU0244501,307,463700,9,5,15
2020HU0244782,200,8400,16,1,15
2020HU0244991,302,132100,2,3,15
2020HU0244994,100,60800,4,2,15
2020HU0245399,200,15000,38,2,15
2020HU0245490,302,136840,5,6,15
2020HU0245555,200,78000,7,4,15
2020HU0245642,200,103000,14,1,15
2020HU0245668,308,66000,12,2,15
2020HU0245753,304,83600,30,3,15
2020HU0245842,306,331000,11,2,15
2020HU0245884,304,140000,1,2,15
2020HU0245942,303,180500,73,2,15
2020HU0246051,200,20410,34,1,15
2020HU0246091,200,115000,25,2,15
2020HU0246988,200,1000,31,1,15
2020HU0247148,306,352200,25,5,15
2020HU0247499,308,85000,12,2,15
2020HU0247555,307,415200,1,6,15
2020HU0247818,308,195000,63,4,15
2020HU0247885,200,73200,3,2,15
2020HU0247922,305,286800,5,12,15
2020HU0248007,100,104500,6,4,15
2020HU0248406,200,123100,2,2,15
2020HU0249327,307,663500,29,6,15
2020HU0249836,100,44000,2,1,15
2020HU0250068,100,-60000,24,0,15
2020HU0250187,200,-60000,1,0,15
2020HU0250357,307,12900,20,1,15
2020HU0250452,100,-60000,2,0,15
2020HU0250570,308,141200,19,7,15
2020HU0250646,301,250860,93,4,15
2020HU0250903,200,30400,6,1,15
2020HU0250943,100,42700,61,2,15
2020HU0251180,304,89300,40,2,15
2020HU0251467,304,38500,89,2,15
2020HU0251541,100,25000,3,1,15
2020HU0251673,306,116000,26,5,15
2020HU0251893,304,19210,10,1,15
2020HU0252079,301,200000,5,14,15
2020HU0252339,307,137500,2,3,15
2020HU0252814,303,171000,34,2,15
2020HU0252997,306,130000,14,2,15
2020HU0253185,100,-60000,7,0,15
2020HU0253240,100,95000,2,2,15
2020HU0253659,303,18000,4,1,15
2020HU0253737,303,181700,2,2,15
2020HU0254312,304,-60000,17,0,15
2020HU0254331,304,132200,16,2,15
2020HU0254406,100,306000,2,2,15
2020HU0254661,100,78800,2,2,15
2020HU0254840,304,187400,32,3,15
2020HU0254867,303,-60000,38,0,15
2020HU0254926,100,-60000,2,0,15
2020HU0254960,303,27000,70,1,15
2020HU0255883,308,88000,24,2,15
2020HU0255893,306,137000,71,2,15
2020HU0256039,307,30700,6,2,15
2020HU0256127,306,175770,67,3,15
2020HU0256139,100,121000,5,3,15
2020HU0256142,308,90800,72,4,15
2020HU0256234,100,207920,11,5,15
2020HU0256829,100,-60000,45,0,15
2020HU0256959,200,154100,4,2,15
2020HU0257302,304,34000,140,1,15
2020HU0257506,306,45300,37,4,15
2020HU0257626,303,66200,2,2,15
2020HU0257768,305,56590,10,4,15
2020HU0257825,200,-60000,12,0,15
2020HU0257944,301,45000,8,6,15
2020HU0257961,302,516200,32,5,15
2020HU0258025,303,103700,16,2,15
2020HU0258170,306,73900,32,2,15
2020HU0258210,304,70000,43,2,15
2020HU0258543,302,21200,32,1,15
2020HU0258605,308,39900,4,6,15
2020HU0258918,304,62400,15,3,15
2020HU0259186,303,117440,29,4,15
2020HU0259224,302,35100,7,2,15
2020HU0259262,301,218000,2,5,15
2020HU0259508,302,370000,8,4,15
2020HU0259838,200,14200,6,1,15
2020HU0259886,305,79840,45,5,15
2020HU0260353,304,3300,36,1,15
2020HU0260471,304,-60000,53,0,15
2020HU0260611,304,31600,11,1,15
2020HU0260718,100,121000,1,4,15
2020HU0260967,304,-60000,39,0,15
2020HU0261138,305,82300,4,1,15
2020HU0261158,308,84000,81,5,15
2020HU0261466,307,20600,36,3,15
2020HU0261692,308,157000,12,4,15
2020HU0261748,301,71700,15,6,15
2020HU0262039,304,45500,19,4,15
2020HU0262607,200,133800,1,3,15
2020HU0263259,200,119100,13,4,15
2020HU0263314,304,175000,9,3,15
2020HU0263699,100,-60000,2,0,15
2020HU0263735,302,112900,11,3,15
2020HU0264048,302,23000,11,5,15
2020HU0264122,301,64000,4,2,15
2020HU0264164,304,402100,27,2,15
2020HU0264165,304,96000,142,2,15
2020HU0264307,303,134000,9,4,15
2020HU0264310,200,24200,10,1,15
2020HU0264519,100,122000,57,5,15
2020HU0264877,301,31300,41,3,15
2020HU0264887,303,-60000,60,0,15
2020HU0264973,308,162370,15,2,15
2020HU0265195,302,129000,10,3,15
2020HU0265270,308,15000,10,3,15
2020HU0265870,308,22000,1,1,15
2020HU0265879,301,37900,3,4,15
2020HU0266409,200,17280,1,6,15
2020HU0266807,304,126000,29,4,15
2020HU0267012,200,68000,3,2,15
2020HU0267031,308,122300,22,6,15
2020HU0267523,305,32600,13,2,15
2020HU0267582,302,420500,1,2,15
2020HU0267728,305,92000,5,2,15
2020HU0267869,306,169700,57,4,15
2020HU0268020,100,510000,12,1,15
2020HU0268457,100,56500,16,2,15
2020HU0268493,100,-60000,9,0,15
2020HU0268614,100,160830,9,3,15
2020HU0268690,308,-60000,38,0,15
2020HU0268841,302,139600,15,3,15
2020HU0268933,305,91200,10,1,15
2020HU0269345,305,107000,22,6,15
2020HU0269658,302,101600,1,1,15
2020HU0269850,307,203400,12,4,15
2020HU0270944,306,38400,18,1,15
2020HU0270983,200,-60000,10,0,15
2020HU0271068,308,60000,16,1,15
2020HU0271292,305,184000,23,3,15
2020HU0271414,305,49800,5,3,15
2020HU0272498,303,240800,4,6,15
2020HU0272890,200,47400,2,1,15
2020HU0272948,200,95000,51,3,15
2020HU0272960,304,83800,5,2,15
2020HU0273152,303,117500,29,2,15
2020HU0273281,308,200800,170,7,15
2020HU0273385,100,-60000,22,0,15
2020HU0273498,305,95000,15,1,15
2020HU0273633,307,274600,1,2,15
2020HU0273730,100,44600,1,2,15
2020HU0273792,305,61300,4,3,15
2020HU0274020,306,126550,2,2,15
2020HU0274049,304,18300,8,1,15
2020HU0274481,306,412350,3,9,15
2020HU0274551,302,113000,3,4,15
2020HU0275199,303,82960,8,2,15
2020HU0275253,100,-60000,46,0,15
2020HU0275463,308,90000,9,5,15
2020HU0276166,306,26400,9,1,15
2020HU0276417,303,105900,2,2,15
2020HU0276564,304,-60000,39,0,15
2020HU0276601,200,-60000,59,0,15
2020HU0276708,306,56000,16,6,15
2020HU0276901,200,51500,6,1,15
2020HU0277217,306,21500,16,1,15
2020HU0277429,308,65000,10,2,15
2020HU0278623,308,212600,26,3,15
2020HU0278736,307,11600,4,2,15
2020HU0278840,100,214700,1,2,15
2020HU0278992,307,171500,4,4,15
2020HU0279309,306,257500,4,3,15
2020HU0279394,302,49800,12,1,15
2020HU0279465,200,83000,32,1,15
2020HU0279952,301,187600,1,5,15
2020HU0280730,301,496000,29,1,15
2020HU0280736,200,-60000,26,0,15
2020HU0280940,305,150000,5,2,15
2020HU0281170,306,85000,27,3,15
2020HU0281438,200,6500,40,3,15
2020HU0281586,308,14500,5,2,15
2020HU0282127,200,130000,33,4,15
2020HU0282376,100,-60000,2,0,15
2020HU0282397,301,96500,7,7,15
2020HU0282414,304,98000,41,1,15
2020HU0282789,200,80000,4,1,15
2020HU0282875,308,35000,6,2,15
2020HU0282929,200,-60000,66,0,15
2020HU0282963,200,-60000,16,0,15
2020HU0283164,304,-60000,28,0,15
2020HU0283191,100,34000,25,2,15
2020HU0283591,100,223600,1,8,15
2020HU0283622,307,173800,28,1,15
2020HU0283708,301,75340,5,4,15
2020HU0283809,305,45000,40,2,15
2020HU0284103,308,-60000,24,0,15
2020HU0284121,304,400800,98,2,15
2020HU0284398,305,12300,7,1,15
2020HU0284426,302,69900,7,1,15
2020HU0284478,305,139100,25,11,15
2020HU0285010,306,65300,24,3,15
2020HU0285123,305,275300,28,6,15
2020HU0285143,303,30200,30,2,15
2020HU0285234,304,418200,12,3,15
2020HU0285240,100,122000,33,2,15
2020HU0285492,200,138000,4,4,15
2020HU0285684,305,140000,4,1,15
2020HU0286021,307,145000,55,2,15
2020HU0286146,301,80780,1,1,15
2020HU0286348,100,154900,19,2,15
2020HU0286509,307,159000,4,2,15
2020HU0286796,200,-60000,6,0,15
2020HU0287038,307,18420,10,2,15
2020HU0287293,307,133300,26,10,15
2020HU0287339,301,167600,3,5,15
2020HU0287951,303,47700,6,5,15
2020HU0288040,302,43000,10,2,15
2020HU0288369,301,-60000,23,0,15
2020HU0288462,100,-60000,54,0,15
2020HU0288675,304,38700,23,1,15
2020HU0288720,100,121700,23,6,15
2020HU0288828,304,81700,11,2,15
2020HU0289049,305,527200,105,2,15
2020HU0289078,307,282400,19,3,15
2020HU0289293,100,142730,4,1,15
2020HU0289846,306,46000,2,1,15
2020HU0290369,302,130360,5,4,15
2020HU0291011,100,24000,2,1,15
2020HU0291102,200,34300,3,2,15
2020HU0291185,304,104000,23,2,15
2020HU0291702,200,24000,17,1,15
2020HU0291867,302,153400,50,4,15
2020HU0292180,305,234500,2,5,15
2020HU0292230,307,120800,5,4,15
2020HU0292294,100,-60000,9,0,15
2020HU0292298,100,65000,7,3,15
2020HU0292486,100,140000,85,4,15
2020HU0292588,304,-60000,31,0,15
2020HU0292620,305,-60000,18,0,15
2020HU0292651,304,121000,49,3,15
2020HU0292728,303,96400,9,1,15
2020HU0292888,302,6000,2,1,15
2020HU0293016,301,-60000,14,0,15
2020HU0294271,100,231200,25,2,15
2020HU0294426,302,105800,1,4,15
2020HU0294610,200,121300,29,4,15
2020HU0295014,100,-60000,17,0,15
2020HU0295065,100,200800,15,2,15
2020HU0295818,301,215900,23,5,15
2020HU0295823,305,345200,9,6,15
2020HU0295840,200,44800,11,3,15
2020HU0296027,302,64000,6,2,15
2020HU0296166,302,101000,4,2,15
2020HU0296245,200,283000,19,3,15
2020HU0296404,304,17400,27,2,15
2020HU0296437,305,297000,3,3,15
2020HU0296904,304,11600,20,1,15
2020HU0296979,306,74000,9,3,15
2020HU0296994,100,272500,1,2,15
2020HU0297010,304,25000,6,2,15
2020HU0297104,303,-60000,40,0,15
2020HU0297122,200,-60000,45,0,15
2020HU0297351,100,7890,4,2,15
2020HU0298151,306,192500,3,2,15
2020HU0298197,303,57400,64,3,15
2020HU0298727,100,36000,8,1,15
2020HU0298748,306,56000,85,1,15
2020HU0299201,100,93000,81,1,15
2020HU0299216,200,201260,3,7,15
2020HU0299220,307,100000,5,1,15
2020HU0299245,100,-60000,2,0,15
2020HU0299272,301,90000,1,2,15
2020HU0299853,304,19900,11,2,15
2020HU0300096,304,53000,14,1,15
2020HU0300274,200,83000,3,3,15
2020HU0300284,200,-60000,9,0,15
2020HU0300354,304,80000,30,2,15
2020HU0300386,308,14620,19,3,15
2020HU0300527,307,140900,16,3,15
2020HU0300584,100,131700,47,2,15
2020HU0300617,100,57900,5,2,15
2020HU0300822,304,3000,18,1,15
2020HU0300904,301,117560,52,5,15
2020HU0301221,304,215000,7,2,15
2020HU0301352,304,121500,13,2,15
2020HU0301508,302,142000,10,2,15
2020HU0301680,304,67300,29,2,15
2020HU0302034,100,110,8,1,15
2020HU0302073,304,9200,23,1,15
2020HU0302225,100,-60000,2,0,15
2020HU0302303,306,68000,9,2,15
2020HU0302316,100,128600,6,8,15
2020HU0302372,307,43000,24,2,15
2020HU0302766,100,70600,42,1,15
2020HU0302855,308,111400,1,1,15
2020HU0302858,100,125300,4,2,15
2020HU0303155,306,200000,35,5,15
2020HU0303524,100,-60000,2,0,15
2020HU0303596,304,98400,20,2,15
2020HU0304178,100,149300,8,5,15
2020HU0304242,200,15000,10,2,15
2020HU0304468,307,45500,12,2,15
2020HU0304898,304,43830,95,1,15
2020HU0304917,308,121400,12,5,15
2020HU0304968,304,18600,12,1,15
2020HU0305323,200,24000,91,1,15
2020HU0305847,304,69400,21,2,15
2020HU0306132,301,40100,5,2,15
2020HU0307006,302,101630,2,9,15
2020HU0307009,305,176200,22,2,15
2020HU0307017,302,479500,9,4,15
2020HU0307091,302,196840,61,2,15
2020HU0307158,100,136900,2,2,15
2020HU0307173,307,152350,3,4,15
2020HU0307226,306,288500,25,5,15
2020HU0307342,100,211000,30,2,15
2020HU0307655,308,-60000,20,0,15
2020HU0307670,303,84200,8,1,15
2020HU0307766,301,24000,3,2,15
2020HU0307809,304,146000,14,4,15
2020HU0307990,302,142000,5,5,15
2020HU0308030,200,-60000,29,0,15
2020HU0308046,307,121100,7,2,15
2020HU0308056,304,14000,1,1,15
2020HU0308497,304,129000,29,4,15
2020HU0308559,307,178000,36,2,15
2020HU0308662,304,188000,27,2,15
2020HU0308770,304,60200,31,2,15
2020HU0308785,303,484000,6,2,15
2020HU0308874,100,104300,9,2,15
2020HU0309059,100,-60000,8,0,15
2020HU0310005,100,136300,43,2,15
2020HU0310033,308,8300,5,2,15
2020HU0310262,306,50200,15,1,15
2020HU0310433,100,70600,36,2,15
2020HU0310704,302,246100,25,3,15
2020HU0310882,303,205000,20,4,15
2020HU0311524,200,23000,2,1,15
2020HU0311575,200,74800,2,6,15
2020HU0311831,100,108600,77,3,15
2020HU0311883,100,115000,22,5,15
2020HU0311980,302,232000,1,3,15
2020HU0312150,307,192010,2,2,15
2020HU0312503,308,459000,12,2,15
2020HU0312692,305,7000,1,1,15
2020HU0312752,200,-60000,15,0,15
2020HU0312807,307,374000,15,4,15
2020HU0313333,307,105000,14,5,15
2020HU0313880,303,-60000,10,0,15
2020HU0313895,200,75000,26,8,15
2020HU0313937,303,73200,21,2,15
2020HU0313970,301,3900,1,3,15
2020HU0314067,303,258500,18,5,15
2020HU0314229,100,93300,22,5,15
2020HU0314275,306,127300,53,4,15
2020HU0314540,100,78000,6,1,15
2020HU0314659,100,85000,3,3,15
2020HU0314828,307,469000,12,4,15
2020HU0314859,307,440230,94,3,15
2020HU0314900,200,80000,38,5,15
2020HU0315010,302,87000,6,3,15
2020HU0315041,305,30000,2,3,15
2020HU0315519,301,31700,18,4,15
2020HU0316018,307,36000,2,3,15
2020HU0316362,200,28000,1,4,15
2020HU0316495,302,119000,1,4,15
2020HU0316508,200,-60000,20,0,15
2020HU0316912,304,193000,5,2,15
2020HU0316925,302,165000,4,3,15
2020HU0317138,100,191500,29,6,15
2020HU0317453,306,0,6,3,15
2020HU0317464,308,90000,60,5,15
2020HU0317512,308,294700,42,10,15
2020HU0318012,100,-60000,45,0,15
2020HU0318236,301,44000,6,2,15
2020HU0318302,100,35000,4,1,15
2020HU0318883,305,28000,3,2,15
2020HU0318888,303,51400,9,1,15
2020HU0318919,303,101700,5,2,15
2020HU0319001,304,37640,48,1,15
2020HU0319200,307,104600,15,2,15
2020HU0319514,200,63750,1,2,15
2020HU0319558,200,69000,96,4,15
2020HU0319813,302,269700,13,5,15
2020HU0320011,200,96500,2,3,15
2020HU0320150,200,181610,11,2,15
2020HU0320299,304,48000,6,2,15
2020HU0320491,307,91300,7,3,15
2020HU0320615,303,13690,7,1,15
2020HU0320657,200,87000,20,2,15
2020HU0320704,100,61700,26,2,15
2020HU0320936,305,-60000,65,0,15
2020HU0321726,305,235580,5,3,15
2020HU0321795,307,168000,34,2,15
2020HU0322233,304,250000,7,1,15
2020HU0322784,308,89000,8,4,15
2020HU0323055,304,58900,7,1,15
2020HU0323498,200,184500,14,3,15
2020HU0323625,303,83000,3,2,15
2020HU0324005,301,129000,41,2,15
2020HU0324307,307,233100,10,4,15
2020HU0324970,307,420,20,2,15
2020HU0324988,200,103200,1,8,15
2020HU0325028,100,130000,25,3,15
2020HU0325096,306,173020,12,4,15
2020HU0325098,305,192700,12,10,15
2020HU0325193,306,145000,15,4,15
2020HU0325252,100,-60000,2,0,15
2020HU0325950,100,139100,34,3,15
2020HU0326899,304,22000,26,1,15
2020HU0327096,100,101800,2,8,15
2020HU0327118,301,112040,10,6,15
2020HU0327183,302,130100,6,4,15
2020HU0327252,100,72100,14,2,15
2020HU0327437,306,35590,8,2,15
2020HU0327536,303,47000,13,1,15
2020HU0327747,305,161700,4,3,15
2020HU0328234,100,94000,20,1,15
2020HU0328568,100,100020,46,4,15
2020HU0328570,200,71400,10,2,15
2020HU0328742,304,44700,14,1,15
2020HU0329082,305,119400,34,2,15
2020HU0329233,100,107500,7,3,15
2020HU0329234,301,237000,9,5,15
2020HU0329303,304,-60000,64,0,15
2020HU0329385,303,64400,26,1,15
2020HU0329457,304,115800,4,2,15
2020HU0329691,308,66590,22,2,15
2020HU0329730,304,125000,11,1,15
2020HU0330161,302,70800,8,2,15
2020HU0330588,100,78000,65,3,15
2020HU0330923,200,6600,59,4,15
2020HU0330933,308,90900,28,3,15
2020HU0330939,200,95000,3,3,15
2020HU0331067,100,-60000,7,0,15
2020HU0331203,302,197000,9,2,15
2020HU0331411,307,20200,9,1,15
2020HU0332206,307,111300,18,5,15
2020HU0332271,100,124800,1,2,15
2020HU0332393,304,324290,2,2,15
2020HU0332775,100,18000,36,1,15
2020HU0333228,301,143000,18,3,15
2020HU0333238,304,-60000,32,0,15
2020HU0333648,302,235420,9,2,15
2020HU0333882,303,36900,16,2,15
2020HU0334203,306,21000,21,2,15
2020HU0335049,308,188700,12,7,15
2020HU0335077,200,-60000,14,0,15
2020HU0335314,100,48000,2,2,15
2020HU0335558,302,259400,80,5,15
2020HU0335703,308,-60000,27,0,15
2020HU0335792,306,149600,61,3,15
2020HU0336102,100,146000,6,1,15
2020HU0336373,303,110200,17,5,15
2020HU0336531,100,58900,1,4,15
2020HU0336545,302,25000,117,1,15
2020HU0336567,303,233300,1,2,15
2020HU0336936,303,-60000,47,0,15
2020HU0336943,200,65000,30,3,15
2020HU0337492,302,229000,2,4,15
2020HU0337722,308,196100,2,7,15
2020HU0338181,302,185000,14,2,15
2020HU0338370,100,88000,20,4,15
2020HU0338379,304,-60000,90,0,15
2020HU0338441,304,116900,7,1,15
2020HU0338808,301,60300,2,3,15
2020HU0338932,303,650300,6,2,15
2020HU0338938,302,394000,17,5,15
2020HU0339111,200,107300,18,3,15
2020HU0339355,100,130800,2,2,15
2020HU0339367,200,122000,2,3,15
2020HU0339860,304,47000,56,1,15
2020HU0339941,306,21600,24,1,15
2020HU0340518,301,125000,5,4,15
2020HU0340952,306,60000,46,1,15
2020HU0340962,306,26000,14,1,15
2020HU0341021,100,-60000,5,0,15
2020HU0341248,307,75000,48,4,15
2020HU0341264,200,65100,13,2,15
2020HU0341788,302,34800,19,2,15
2020HU0341862,200,16860,4,6,15
2020HU0342087,200,60000,49,5,15
2020HU0342326,301,150020,4,1,15
2020HU0342566,200,26900,103,1,15
2020HU0343140,306,27300,8,1,15
2020HU0343291,302,180600,16,7,15
2020HU0343381,303,91000,7,4,15
2020HU0343817,100,20400,36,2,15
2020HU0343855,200,162100,29,4,15
2020HU0344036,100,20,12,2,15
2020HU0344056,304,65600,11,2,15
2020HU0345043,100,34100,30,1,15
2020HU0345075,302,99800,12,2,15
2020HU0345549,304,125000,21,3,15
2020HU0345701,100,104900,13,3,15
2020HU0345703,304,60000,108,1,15
2020HU0346351,303,340400,13,4,15
2020HU0346539,307,75220,25,4,15
2020HU0346699,100,135200,12,5,15
2020HU0347027,100,-60000,18,0,15
2020HU0347095,307,38000,13,2,15
2020HU0347168,303,67000,10,5,15
2020HU0347349,302,46600,19,2,15
2020HU0347396,306,228000,99,1,15
2020HU0347639,307,134720,123,4,15
2020HU0347814,100,-60000,69,0,15
2020HU0347825,100,251500,2,2,15
2020HU0348129,303,168300,11,1,15
2020HU0348368,200,85000,2,1,15
2020HU0348720,307,25000,9,1,15
2020HU0349138,305,182000,3,3,15
2020HU0349276,100,49200,8,2,15
2020HU0349703,100,7400,1,1,15
2020HU0349725,303,660000,3,2,15
2020HU0349759,307,140630,12,4,15
2020HU0350278,308,75000,26,3,15
2020HU0350317,303,391000,4,2,15
2020HU0350913,308,58400,88,1,15
2020HU0350945,304,-60000,37,0,15
2020HU0351145,200,8500,23,1,15
