district,total_tax_units,weighted_tax_units,total_population_estimate,ctc_recipient_units,ctc_recipient_rate,total_ctc_amount,total_refundable_ctc,total_nonrefundable_ctc,total_qualifying_children,avg_ctc_per_unit,avg_ctc_per_recipient,ctc_Q1_Lowest,ctc_Q2_Low,ctc_Q3_Middle,ctc_Q4_High,ctc_Q5_Highest,ctc_single,ctc_married_filing_jointly,ctc_married_filing_separately,ctc_head_of_household
Maui_Kalawao_Kauai,4344,101256.50032044106,101256.50032044106,722,0.1662062615101289,65959273.9207515,35058847.467973374,30900426.452778127,33505.849162137965,651.4077981365512,3553.7903051793637,23855338.1754106,10840696.191303162,14994645.655043598,10216293.114509491,6052300.784484645,1469885.2832241107,40516800.30325925,909263.0000025185,23063325.334265612
