district,total_tax_units,weighted_tax_units,total_population_estimate,ctc_recipient_units,ctc_recipient_rate,total_ctc_amount,total_refundable_ctc,total_nonrefundable_ctc,total_qualifying_children,avg_ctc_per_unit,avg_ctc_per_recipient,ctc_Q1_Lowest,ctc_Q2_Low,ctc_Q3_Middle,ctc_Q4_High,ctc_Q5_Highest,ctc_single,ctc_married_filing_jointly,ctc_married_filing_separately,ctc_head_of_household
Hawaii,3759,96210.86312083149,96210.86312083149,552,0.14684756584197925,54923703.07626479,28568740.328065507,26354962.748199288,27807.063956050104,570.86800070888,3565.9616596511482,19808597.180723336,5439252.361574194,9388100.638343181,11835059.434867315,8452693.460756773,1839331.8744058171,30066284.599124327,1570525.504584908,21447561.098149747
