district,total_tax_units,weighted_tax_units,total_population_estimate,ctc_recipient_units,ctc_recipient_rate,total_ctc_amount,total_refundable_ctc,total_nonrefundable_ctc,total_qualifying_children,avg_ctc_per_unit,avg_ctc_per_recipient,ctc_Q2_Low,ctc_Q1_Lowest,ctc_Q3_Middle,ctc_Q4_High,ctc_Q5_Highest,ctc_single,ctc_married_filing_jointly,ctc_married_filing_separately,ctc_head_of_household
6.0,2169.0,47984.993776936,47984.993776936,272.0,0.12540341171046565,21610782.88626101,9559126.185243003,12051656.701018006,11045.779204608298,450.36544105270343,3435.6020366586986,2188126.7304734765,9135527.793511257,3578784.6789348675,3447259.596316527,3261084.0870248815,76084.6903286858,10219261.004144171,525710.4998421732,10789726.691945978
