agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.01,0.0078125,6.0386005e-06,3,4.599190842350203,1.599190842350203,53.30636141167343,21,35.54902427516271,14.549024275162708,69.28106797696528
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.38552690586322,12.385526905863223,58.97869955172963,333,520.3479879342772,187.34798793427717,56.26065703732047
$20k-$30k,20000,30000.0,57835,57835.004,0.00390625,6.7541278e-06,51,64.58382017603648,13.583820176036483,26.634941521640158,889,1116.690858718126,227.69085871812604,25.61202010327627
$30k-$40k,30000,40000.0,59827,59826.996,-0.00390625,-6.5292425e-06,92,106.77755012853619,14.777550128536191,16.062554487539337,1533,1784.772044399719,251.7720443997191,16.4234862622126
$40k-$50k,40000,50000.0,53555,53554.996,-0.00390625,-7.2939038e-06,116,134.2598577408349,18.25985774083489,15.741256673133524,2166,2506.9529928787233,340.9529928787233,15.741135405296552
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,321.57961922502244,28.57961922502244,9.75413625427387,3201,3516.106880952366,315.1068809523658,9.844013775456602
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,282.66138231621113,21.66138231621113,8.299380197782043,4751,5141.541442014899,390.5414420148991,8.220194527781501
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,453.9231686756259,15.923168675625902,3.6354266382707543,7055,7313.673868937822,258.6738689378217,3.6665325150648007
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,297.2086047140635,3.2086047140634832,1.0913621476406405,10496,10623.699053262206,127.69905326220578,1.2166449434280275
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,282.7552482538672,-27.244751746132806,-8.788629595526713,16391,14931.364432268427,-1459.6355677315732,-8.905103823632318
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,139.50400891749734,-13.495991082502655,-8.820909204250102,25119,22959.84346897586,-2159.1565310241385,-8.595710541917029
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,840.4736811387727,-157.5263188612273,-15.784200286696123,112416,94701.25984662228,-17714.740153377716,-15.758201815913853
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2961.7116590346814,-67.28834096531864,-2.221470484163705,4770,4663.253635211593,-106.74636478840694,-2.2378692827758266
