agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.659802393229345,1.659802393229345,55.32674644097817,21,36.01751787989538,15.01751787989538,71.5119899042637
$10k-$20k,10000,20000.0,64160,64159.996,-0.00390625,-6.088295e-06,21,33.42960147055438,12.429601470554381,59.18857843121133,333,521.0349673604617,188.03496736046168,56.46695716530381
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.55559899880886,13.555598998808861,26.579605880017375,889,1116.2029739570996,227.20297395709963,25.557139927682748
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.95148812720686,14.951488127206858,16.25161752957267,1533,1787.6792773698642,254.67927736986417,16.613129639260546
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,134.12507335858805,18.125073358588054,15.625063240162115,2166,2504.4360630863234,338.43606308632343,15.62493366049508
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,320.8225229923607,27.82252299236069,9.495741635617982,3201,3507.8288959245206,306.82889592452057,9.585407557779462
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,283.85064823087606,22.85064823087606,8.755037636350982,4751,5163.173898262444,412.1738982624438,8.675518801566907
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,451.4241201003852,13.42412010038521,3.0648676028276736,7055,7273.4088471825535,218.40884718255347,3.0958022279596524
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,298.5864380426685,4.586438042668476,1.560012939683155,10496,10672.94960118203,176.94960118203016,1.685876535651964
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,281.90748844796354,-28.092511552036456,-9.062100500656921,16391,14886.597055920343,-1504.4029440796567,-9.178225514487565
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,140.88861454527162,-12.111385454728378,-7.915938205704823,25119,23187.724579537793,-1931.275420462207,-7.68850440090054
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,829.3153444786897,-168.68465552131033,-16.902270092315664,112416,93443.98247647207,-18972.01752352793,-16.876616783667746
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2950.5167411866028,-78.48325881339724,-2.591061697371979,4770,4645.627091050314,-124.37290894968555,-2.6073985104755883
