agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.687176123976266,1.6871761239762657,56.239204132542184,21,36.22910063671984,15.229100636719842,72.51952684152305
$10k-$20k,10000,20000.0,64160,64160.004,0.00390625,6.088295e-06,21,33.34139837484322,12.341398374843223,58.76856368972964,333,519.660167470709,186.66016747070898,56.05410434555825
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.688475864947,13.688475864946994,26.840148754798026,889,1118.5004904460445,229.50049044604452,25.81557822790152
$30k-$40k,30000,40000.0,59827,59827.008,0.0078125,1.3058485e-05,92,107.05403768958082,15.054037689580824,16.363084445196545,1533,1789.3931454016895,256.3931454016895,16.724927945315688
$40k-$50k,40000,50000.0,53555,53555.004,0.00390625,7.2939038e-06,116,133.95342291738172,17.953422917381715,15.477088721880788,2166,2501.230756174943,335.23075617494305,15.476950885269764
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,319.72962409358377,26.729624093583766,9.122738598492752,3201,3495.879291196971,294.8792911969708,9.212099068946292
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,282.72080466373643,21.72080466373643,8.322147380741928,4751,5142.622319989385,391.6223199893848,8.242945063973579
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,451.7962946103838,13.796294610383825,3.149838952142426,7055,7279.405375177375,224.4053751773754,3.1807990811817914
$150k-$200k,150000,200000.0,27976,27975.998,-0.001953125,-6.9814305e-06,294,298.703188087132,4.703188087131991,1.599723839160541,10496,10677.123568090112,181.1235680901118,1.7256437508585347
$200k-$300k,200000,300000.0,18937,18936.998,-0.001953125,-1.0313804e-05,310,281.946802893242,-28.053197106757978,-9.049418421534831,16391,14888.67465663435,-1502.32534336565,-9.165550261519432
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,140.65698076455752,-12.343019235442483,-8.067332833622539,25119,23149.601837484777,-1969.3981625152228,-7.840272950815012
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,840.9365660956138,-157.06343390438622,-15.737819028495611,112416,94753.41589809733,-17662.58410190267,-15.711806239238783
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2960.214772178978,-68.78522782102209,-2.2708890003638857,4770,4660.896767334173,-109.10323266582691,-2.2872795108139816
