agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.6606085570708125,1.6606085570708125,55.353618569027084,21,36.023749049830045,15.023749049830045,71.54166214204784
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.39836589391476,12.398365893914757,59.03983759007028,333,520.5480968502924,187.54809685029238,56.320749804892614
$20k-$30k,20000,30000.0,57835,57835.004,0.00390625,6.7541278e-06,51,64.61015276980608,13.610152769806078,26.68657405844329,889,1117.1461641904361,228.14616419043614,25.663235566978194
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,107.18896479490355,15.188964794903555,16.509744342286474,1533,1791.6486669046344,258.6486669046344,16.87205915881503
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,133.60749544603092,17.607495446030924,15.17887538450942,2166,2494.7716449636996,328.7716449636996,15.178746304879946
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,321.05386661271154,28.053866612711545,9.574698502631925,3201,3510.3583749298764,309.3583749298764,9.664429082470365
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,283.60696042323184,22.60696042323184,8.661670660242084,4751,5158.7412766158295,407.7412766158295,8.582220092945263
$100k-$150k,100000,150000.0,62065,62064.996,-0.00390625,-6.2938047e-06,438,452.26176500764177,14.26176500764177,3.2561107323383034,7055,7286.905558239211,231.90555823921113,3.2871092592375777
$150k-$200k,150000,200000.0,27976,27975.998,-0.001953125,-6.9814305e-06,294,297.37787289317885,3.3778728931788464,1.1489363582240975,10496,10629.7502736063,133.75027360629974,1.2742975762795326
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,284.93963763275144,-25.06036236724856,-8.083987860402761,16391,15046.714771756428,-1344.2852282435724,-8.201361895208176
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,138.9728456404318,-14.027154359568186,-9.168074744815808,25119,22872.42357479128,-2246.576425208721,-8.943733529235724
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,847.5014070668766,-150.4985929331234,-15.080019331976294,112416,95493.11628922554,-16922.883710774462,-15.053803471725077
TOTAL,0,inf,635117,635117.06,0.0625,9.840706e-06,3029,2969.1799427385504,-59.82005726144962,-1.97491110140144,4770,4675.012085254048,-94.98791474595237,-1.991360896141559
