agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129375.99,-0.0078125,-6.0386005e-06,3,4.684785133152507,1.6847851331525074,56.15950443841692,21,36.21062187768976,15.21062187768976,72.43153275090363
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.42449466582922,12.424494665829222,59.16426031347248,333,520.9553408015777,187.95534080157768,56.44304528575906
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.57110359756165,13.571103597561645,26.61000705404244,889,1116.4710572760723,227.47105727607232,25.587295531616682
$30k-$40k,30000,40000.0,59827,59826.996,-0.00390625,-6.5292425e-06,92,106.82165071616362,14.821650716163617,16.110489908873497,1533,1785.509179648133,252.5091796481331,16.471570753302878
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,134.21985531919265,18.219855319192646,15.706771826890211,2166,2506.205869091451,340.20586909145095,15.706642155653322
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,320.3137134184027,27.3137134184027,9.322086490922423,3201,3502.2656427295583,301.2656427295583,9.411610207108975
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,284.08565662470505,23.085656624705052,8.84507916655366,4751,5167.448643493617,416.44864349361706,8.765494495761251
$100k-$150k,100000,150000.0,62065,62064.996,-0.00390625,-6.2938047e-06,438,453.4999020609273,15.499902060927297,3.538790424869246,7055,7306.854597652913,251.85459765291307,3.569873815066096
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,297.9132634762608,3.913263476260795,1.3310419987281616,10496,10648.887027318444,152.88702731844387,1.4566218303967595
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,283.01809804788735,-26.98190195211265,-8.703839339391177,16391,14945.24465585295,-1445.75534414705,-8.820421842151486
$300k-$400k,300000,400000.0,6076,6075.9995,-0.00048828125,-8.036229e-06,153,139.48846931465258,-13.511530685347424,-8.831065807416618,25119,22957.287775553938,-2161.7122244460625,-8.605884885728184
$400k+,400000,inf,8875,8874.999,-0.0009765625,-1.1003521e-05,998,807.7057738955225,-190.2942261044775,-19.06755772589955,112416,91009.11129820932,-21406.88870179068,-19.042563960459972
TOTAL,0,inf,635117,635116.94,-0.0625,-9.840706e-06,3029,2929.7467662702575,-99.25323372974253,-3.2767657223421107,4770,4612.924948596978,-157.07505140302237,-3.2929780168348506
