occupation_code,occupation_title,years_available,year_range,avg_employment,avg_mean_wage,avg_median_wage,total_wage_growth,annual_wage_growth
11-9151,Social and Community Service Managers,5,2020-2024,952.0,74342.0,69686.0,0.09323943661971831,0.02253650726577816
11-9161,Emergency Management Directors,2,2020-2021,75.0,90615.0,85135.0,0.07333257064409107,0.07333257064409104
11-9171,Funeral Home Managers,2,2023-2024,65.0,66725.0,59560.0,0.15903575473224396,0.15903575473224407
11-9179,"Personal Service Managers, All Other",4,2021-2024,87.5,85202.5,80710.0,0.16121919584954605,0.05108555782239188
11-9199,"Managers, All Other",4,2021-2024,1240.0,120402.5,116525.0,0.11704384724186705,0.03758433641363079
13-1020,Buyers and Purchasing Agents,5,2020-2024,1458.0,71468.0,64206.0,0.17513267626990145,0.041170191038057746
13-1031,"Claims Adjusters, Examiners, and Investigators",5,2020-2024,868.0,73396.0,73450.0,0.15726446400230848,0.03718960230867108
13-1032,"Insurance Appraisers, Auto Damage",3,2021-2023,50.0,85873.33333333333,84400.0,0.08988355167394468,0.04397488076770539
13-1041,Compliance Officers,5,2020-2024,1400.0,76608.0,71806.0,0.18858525476800456,0.04413723772617684
13-1051,Cost Estimators,5,2020-2024,952.0,85474.0,81212.0,-0.01801374733349135,-0.004534181930339387
13-1071,Human Resources Specialists,5,2020-2024,2644.0,69120.0,63594.0,0.08623275344931014,0.020894169542742924
13-1075,Labor Relations Specialists,5,2020-2024,438.0,97382.0,91622.0,0.16322762814943528,0.03852313856397416
13-1081,Logisticians,5,2020-2024,466.0,92504.0,90044.0,0.14942125569975448,0.035427764065024236
13-1082,Project Management Specialists,4,2021-2024,1245.0,83582.5,74077.5,0.22095878020416074,0.0688095708302856
13-1111,Management Analysts,5,2020-2024,2456.0,89276.0,84444.0,0.2121025388217895,0.04926416343095297
13-1121,"Meeting, Convention, and Event Planners",5,2020-2024,510.0,66324.0,62910.0,0.21450564488539173,0.04978384318109641
13-1131,Fundraisers,5,2020-2024,364.0,65426.0,60988.0,-0.07837037037037037,-0.020196227821748458
13-1141,"Compensation, Benefits, and Job Analysis Specialists",5,2020-2024,306.0,66260.0,58346.0,0.1824051654560129,0.042777326519184866
13-1151,Training and Development Specialists,5,2020-2024,894.0,71266.0,64384.0,0.20119876883201038,0.04689643185823633
13-1161,Market Research Analysts and Marketing Specialists,5,2020-2024,1654.0,62432.0,58936.0,0.20086805555555556,0.04682436670351797
13-1199,"Business Operations Specialists, All Other",4,2021-2024,3890.0,85215.0,84160.0,0.15940921823274765,0.05053916926983493
13-2011,Accountants and Auditors,5,2020-2024,4902.0,72822.0,65424.0,0.15572774232756,0.03684511189810835
13-2020,Property Appraisers and Assessors,5,2020-2024,144.0,73752.0,69882.0,0.06302701157638989,0.015397465466901794
13-2031,Budget Analysts,5,2020-2024,242.0,84902.0,83356.0,0.05738187816660775,0.01404672261958595
13-2041,Credit Analysts,5,2020-2024,106.0,84528.0,76946.0,0.07194956113240203,0.017521483981463026
13-2051,Financial and Investment Analysts,4,2021-2024,515.0,84830.0,83180.0,0.10918824701195219,0.03514634507515613
13-2052,Personal Financial Advisors,5,2020-2024,636.0,101882.0,67992.0,0.48310328415040454,0.10355211933909114
13-2053,Insurance Underwriters,5,2020-2024,248.0,72894.0,65696.0,0.2249212775528565,0.052027384297099966
13-2054,Financial Risk Specialists,4,2021-2024,92.5,83822.5,76690.0,0.10763717251606525,0.034663608234850374
13-2061,Financial Examiners,5,2020-2024,200.0,65898.0,63838.0,-0.04062229904926534,-0.010314049822339633
13-2072,Loan Officers,5,2020-2024,1146.0,86788.0,67808.0,-0.10720505006530257,-0.02795150710021499
13-2081,"Tax Examiners and Collectors, and Revenue Agents",5,2020-2024,84.0,78902.0,72796.0,0.04923891462607545,0.012088749882657401
13-2082,Tax Preparers,5,2020-2024,222.5,48188.0,37308.0,0.2725958062183659,0.062117640296151855
13-2099,"Financial Specialists, All Other",4,2021-2024,690.0,79607.5,76280.0,0.07476998833743682,0.024326740372363487
15-1211,Computer Systems Analysts,5,2020-2024,1760.0,89586.0,83036.0,0.14746142359382777,0.03498611498206561
15-1212,Information Security Analysts,5,2020-2024,454.0,113150.0,104514.0,0.39573588600021753,0.08692808658799178
15-1221,Computer and Information Research Scientists,5,2020-2024,98.0,124590.0,127970.0,0.2288670641880042,0.052873575535935746
15-1231,Computer Network Support Specialists,5,2020-2024,548.0,75196.0,70802.0,0.2076533483398987,0.04829996779895862
15-1232,Computer User Support Specialists,5,2020-2024,2014.0,59710.0,57500.0,0.12552301255230125,0.03000324932144416
15-1241,Computer Network Architects,5,2020-2024,438.0,105084.0,103228.0,0.1426563598032326,0.033900892663406346
15-1242,Database Administrators,4,2021-2024,120.0,94092.5,95635.0,0.0510523475445224,0.016735799696755205
15-1243,Database Architects,4,2021-2024,52.5,122010.0,117837.5,0.6459178082191781,0.18069044343796237
15-1244,Network and Computer Systems Administrators,5,2020-2024,1804.0,93408.0,94986.0,0.2045857463656778,0.047633627002080514
15-1251,Computer Programmers,5,2020-2024,237.5,95127.5,94917.5,0.22146957520091848,0.05128547357107083
15-1252,Software Developers,4,2021-2024,2245.0,115562.5,107485.0,0.11164487145271773,0.03590999384922888
15-1253,Software Quality Assurance Analysts and Testers,2,2023-2024,210.0,107535.0,108015.0,-0.09470233876683204,-0.09470233876683198
15-1254,Web Developers,4,2021-2024,227.5,87113.33333333333,81256.66666666667,0.700425656832526,0.19358279425696345
15-1255,Web and Digital Interface Designers,4,2021-2024,100.0,81412.5,79110.0,0.7470993778375652,0.20440496274458142
15-1299,"Computer Occupations, All Other",5,2020-2024,1818.0,97666.0,102236.0,0.23438023918631945,0.05405249393946332
15-2031,Operations Research Analysts,5,2020-2024,252.0,100650.0,96134.0,0.12233684682664274,0.029273532876367803
15-2041,Statisticians,5,2020-2024,126.0,75810.0,69944.0,0.12097418152781475,0.028960971998207352
15-2051,Data Scientists,4,2021-2024,137.5,109570.0,111572.5,0.478978622327791,0.1393416282452673
17-1011,"Architects, Except Landscape and Naval",5,2020-2024,546.0,92158.0,89756.0,0.05928979074191503,0.014503843364149338
17-1012,Landscape Architects,2,2020-2023,40.0,81110.0,79260.0,0.16178038379530918,0.05125485159905274
17-1021,Cartographers and Photogrammetrists,5,2020-2024,35.0,76960.0,75338.0,0.3207434052757794,0.07202425783596422
17-1022,Surveyors,5,2020-2024,228.0,66500.0,65908.0,0.2556844547563805,0.058571334671424946
17-2011,Aerospace Engineers,4,2021-2024,40.0,133260.0,121937.5,0.20374285490564562,0.06376224939998454
17-2051,Civil Engineers,5,2020-2024,2094.0,90502.0,85278.0,0.09479470495849227,0.022899984582764654
17-2061,Computer Hardware Engineers,5,2020-2024,86.0,116252.0,109806.0,0.272377027148105,0.062071988705389325
17-2071,Electrical Engineers,5,2020-2024,1034.0,104824.0,101852.0,0.16899426220634406,0.03980785736045589
17-2072,"Electronics Engineers, Except Computer",5,2020-2024,394.0,113968.0,113948.0,0.1459799925898481,0.03465189821311965
17-2081,Environmental Engineers,5,2020-2024,216.0,108574.0,102664.0,0.18601811336114785,0.04357299093417777
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",5,2020-2024,65.0,93020.0,82470.0,0.12177381511027686,0.029144422196054842
17-2112,Industrial Engineers,4,2020-2024,37.5,112560.0,103962.5,0.1360765739096112,0.03240928368929841
17-2121,Marine Engineers and Naval Architects,3,2020-2024,95.0,94096.66666666667,91140.0,0.12352674524025385,0.029546232718484555
17-2141,Mechanical Engineers,5,2020-2024,642.0,91920.0,87382.0,0.2199951702487322,0.05096808485838
17-2199,"Engineers, All Other",5,2020-2024,732.0,116880.0,114446.0,0.16742553595143236,0.03945884038137981
17-3011,Architectural and Civil Drafters,5,2020-2024,474.0,63130.0,61924.0,0.035742779639380884,0.008818362378637312
17-3012,Electrical and Electronics Drafters,5,2020-2024,145.0,60076.0,58802.0,0.10348856618260724,0.02492469983113832
17-3013,Mechanical Drafters,3,2020-2022,73.33333333333333,63110.0,55896.666666666664,-0.11646991073999424,-0.06003718729940932
17-3019,"Drafters, All Other",3,2020-2022,30.0,58376.666666666664,58703.333333333336,0.32450465022240194,0.1508712570146158
17-3022,Civil Engineering Technologists and Technicians,5,2020-2024,105.0,60832.0,60058.0,0.10680100755667506,0.0256929878101253
17-3023,Electrical and Electronic Engineering Technologists and Technicians,5,2020-2024,430.0,86572.0,83940.0,0.11642385755198606,0.027915174069441884
17-3025,Environmental Engineering Technologists and Technicians,5,2020-2024,80.0,56044.0,51274.0,0.04084532054697212,0.01005854831872477
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",4,2021-2024,410.0,79697.5,83850.0,0.18697192695557371,0.0587989026669169
17-3031,Surveying and Mapping Technicians,5,2020-2024,168.0,53058.0,50300.0,0.11851403189985867,0.028395953643390426
19-1013,Soil and Plant Scientists,4,2020-2023,67.5,75420.0,68410.0,0.16325963009317201,0.05170083529093361
19-1022,Microbiologists,5,2020-2024,58.0,67466.0,63944.0,-0.06423516603157321,-0.016460785898011143
19-1023,Zoologists and Wildlife Biologists,5,2020-2024,230.0,80680.0,74782.0,0.00972972972972973,0.002423607378756021
19-1029,"Biological Scientists, All Other",5,2020-2024,332.0,88002.0,88448.0,0.133499466002136,0.03182329844797871
19-1031,Conservation Scientists,5,2020-2024,152.0,83668.0,73150.0,-0.05380285377667234,-0.013730941654257478
19-1041,Epidemiologists,3,2021-2024,60.0,71343.33333333333,67520.0,0.08377640465584135,0.02718002153530108
19-1042,"Medical Scientists, Except Epidemiologists",5,2020-2024,178.0,95980.0,84466.66666666667,,
19-1099,"Life Scientists, All Other",2,2023-2024,45.0,82010.0,73500.0,0.06418323684872893,0.06418323684872895
19-2011,Astronomers,4,2020-2024,105.0,126447.5,135715.0,-0.31645219316452194,-0.0907313375979043
19-2012,Physicists,4,2020-2023,55.0,123256.66666666667,101613.33333333333,,
19-2021,Atmospheric and Space Scientists,5,2020-2024,64.0,111558.0,112212.0,0.09974471188913202,0.024054264810452697
19-2031,Chemists,5,2020-2024,132.0,82406.0,78686.0,0.13323065075086638,0.0317621174509084
19-2041,"Environmental Scientists and Specialists, Including Health",5,2020-2024,520.0,73862.0,68476.0,0.10498798926098629,0.025272690136604492
19-2042,"Geoscientists, Except Hydrologists and Geographers",5,2020-2024,88.0,102580.0,97332.0,-0.15208524098892867,-0.040404840260676034
19-2043,Hydrologists,2,2023-2024,30.0,91305.0,90870.0,0.10939124407993531,0.10939124407993539
19-2099,"Physical Scientists, All Other",5,2020-2024,112.0,106232.0,103758.0,0.13469307320918317,0.03209482607612202
19-3011,Economists,5,2020-2024,60.0,92112.0,84406.0,0.10218553824691932,0.024622001339436483
19-3022,Survey Researchers,3,2021-2023,60.0,43690.0,39776.666666666664,-0.023240371845949535,-0.011688496396985881
19-3033,Clinical and Counseling Psychologists,4,2021-2024,352.5,103350.0,101152.5,-0.018931351733899506,-0.006350696547220092
19-3039,"Psychologists, All Other",4,2020-2023,112.5,107062.5,117747.5,0.27124810510358766,0.08328677078292035
19-3051,Urban and Regional Planners,5,2020-2024,478.0,81778.0,80410.0,0.07101902528016679,0.017300590052314657
19-3091,Anthropologists and Archeologists,5,2020-2024,186.0,86562.0,81240.0,0.11652641421224871,0.02793877978049375
19-3093,Historians,5,2020-2024,44.0,87202.0,82230.0,0.07096406160867084,0.017287538077930265
19-3099,"Social Scientists and Related Workers, All Other",5,2020-2024,338.0,97017.5,100392.5,0.01707933299646286,0.004242755335132742
19-4012,Agricultural Technicians,4,2021-2024,60.0,42860.0,41125.0,0.2359467455621302,0.07316521217214089
19-4021,Biological Technicians,5,2020-2024,838.0,42822.0,39542.0,0.15210355987055016,0.03603130803178245
19-4042,"Environmental Science and Protection Technicians, Including Health",5,2020-2024,178.0,54514.0,51448.0,0.042001120029867466,0.010338834761093318
19-4043,"Geological Technicians, Except Hydrologic Technicians",3,2021-2023,,51026.666666666664,47400.0,0.05879991972707205,0.02898003854645892
19-4071,Forest and Conservation Technicians,5,2020-2024,164.0,43014.0,41172.0,0.28059177532597795,0.06378209699812021
19-4092,Forensic Science Technicians,3,2020-2023,86.66666666666667,63910.0,63013.333333333336,0.19510513615994485,0.06121171985821516
19-4099,"Life, Physical, and Social Science Technicians, All Other",5,2020-2024,760.0,53598.0,48828.0,-0.013565891472868217,-0.003408863818576302
19-5011,Occupational Health and Safety Specialists,5,2020-2024,614.0,79712.0,80078.0,0.16454710615105114,0.0388175190225275
19-5012,Occupational Health and Safety Technicians,3,2021-2023,40.0,41763.333333333336,36323.333333333336,0.08544384753133794,0.04184636464852054
21-1012,"Educational, Guidance, and Career Counselors and Advisors",5,2020-2024,1748.0,65498.0,62470.0,0.15059466409514627,0.035691921956736206
21-1013,Marriage and Family Therapists,5,2020-2024,140.0,82946.0,76260.0,1.206435944140862,0.21877301797433946
21-1015,Rehabilitation Counselors,5,2020-2024,216.66666666666666,44556.0,42378.0,0.04789792930349299,0.011765218442493452
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",5,2020-2024,1130.0,64466.0,52508.0,0.3225467902746196,0.07239001460183503
21-1019,"Counselors, All Other",5,2020-2024,148.0,62974.0,59300.0,0.21112817887011434,0.04905323463587896
21-1021,"Child, Family, and School Social Workers",5,2020-2024,1208.0,63766.0,61722.0,0.2053618363413352,0.04780232848173682
21-1022,Healthcare Social Workers,5,2020-2024,738.0,74954.0,77894.0,0.11061163329246697,0.026574694615696393
21-1023,Mental Health and Substance Abuse Social Workers,5,2020-2024,538.0,63224.0,61052.0,0.26895565092989987,0.06135729925873301
21-1029,"Social Workers, All Other",5,2020-2024,242.0,86918.0,94062.0,0.15920223932820154,0.03762350909940393
21-1091,Health Education Specialists,5,2020-2024,222.0,66202.0,59754.0,0.18120915032679738,0.042513531406991545
21-1092,Probation Officers and Correctional Treatment Specialists,4,2021-2024,40.0,68275.0,65095.0,0.11235782354749461,0.03613140639593615
21-1093,Social and Human Service Assistants,5,2020-2024,2666.0,40162.0,38736.0,0.1581151832460733,0.037380162472096634
21-1094,Community Health Workers,5,2020-2024,402.0,44788.0,39576.0,0.28534217381008764,0.0647672615304773
21-1099,"Community and Social Service Specialists, All Other",5,2020-2024,1188.0,52152.0,50310.0,0.0897679726131609,0.021723800257127168
21-2011,Clergy,5,2020-2024,490.0,66660.0,59716.0,0.3952755905511811,0.08683846183488564
21-2021,"Directors, Religious Activities and Education",5,2020-2024,415.0,50288.0,44398.0,0.3681693989071038,0.08152102875542933
21-2099,"Religious Workers, All Other",5,2020-2024,105.0,36588.0,34584.0,0.3619791666666667,0.08029562212390573
23-1011,Lawyers,5,2020-2024,2192.0,112530.0,104842.0,0.06444289207125393,0.01573540700601983
23-1012,Judicial Law Clerks,4,2021-2024,366.6666666666667,50750.0,48247.5,0.06140531629919637,0.020063214171180066
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",4,2021-2024,50.0,97070.0,97155.0,0.09269311064718162,0.029989351901477557
23-1023,"Judges, Magistrate Judges, and Magistrates",4,2021-2024,120.0,206915.0,200876.66666666666,-0.022334834834834835,-0.007501070315610869
23-2011,Paralegals and Legal Assistants,5,2020-2024,1130.0,60318.0,56432.0,0.15652017291066284,0.03702279574472578
23-2093,"Title Examiners, Abstractors, and Searchers",5,2020-2024,210.0,74165.0,71847.5,,
23-2099,"Legal Support Workers, All Other",4,2020-2023,102.5,67037.5,61785.0,0.0025884383088869713,0.0008620693924388245
25-1011,"Business Teachers, Postsecondary",5,2020-2024,442.0,86570.0,65798.0,-0.15207566999474514,-0.04040213237031354
25-1021,"Computer Science Teachers, Postsecondary",5,2020-2024,110.0,84498.0,86482.0,-0.470872458747379,-0.1471157552158232
25-1022,"Mathematical Science Teachers, Postsecondary",5,2020-2024,142.0,63720.0,56402.0,-0.13160476524176595,-0.03466209864920122
25-1042,"Biological Science Teachers, Postsecondary",5,2020-2024,152.5,81910.0,72016.0,-0.07368803781359835,-0.01895412030259347
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2,2020-2021,235.0,86570.0,83880.0,-0.19099362658029465,-0.19099362658029462
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2,2020-2021,110.0,74430.0,62410.0,,
25-1065,"Political Science Teachers, Postsecondary",3,2020-2022,83.33333333333333,78860.0,76183.33333333333,-0.3556407232704403,-0.1972800757863552
25-1066,"Psychology Teachers, Postsecondary",5,2020-2024,236.0,68482.0,62664.0,-0.21050521251002405,-0.057378553162520385
25-1069,"Social Sciences Teachers, Postsecondary, All Other",3,2021-2024,130.0,99093.33333333333,101840.0,1.6504268165729752,0.3839017940602387
25-1071,"Health Specialties Teachers, Postsecondary",5,2020-2024,377.5,93642.0,84734.0,-0.5750827989570855,-0.19262354906413615
25-1072,"Nursing Instructors and Teachers, Postsecondary",5,2020-2024,316.0,89074.0,89544.0,0.2780245623203554,0.06324855252093875
25-1081,"Education Teachers, Postsecondary",5,2020-2024,508.0,76478.0,67468.0,-0.19627166943718832,-0.05315842482560029
25-1113,"Social Work Teachers, Postsecondary",3,2020-2024,123.33333333333333,103046.66666666667,109290.0,0.750775594622544,0.15029073293310669
25-1121,"Art, Drama, and Music Teachers, Postsecondary",5,2020-2024,414.0,74174.0,70646.0,0.5517191142191142,0.11610043515554347
25-1122,"Communications Teachers, Postsecondary",5,2020-2024,142.0,55846.0,54984.0,-0.4671991619745974,-0.14563937492448464
25-1123,"English Language and Literature Teachers, Postsecondary",5,2020-2024,328.0,59052.0,54562.0,-0.28655050367546964,-0.08094646693708263
25-1124,"Foreign Language and Literature Teachers, Postsecondary",2,2020-2021,245.0,67315.0,70625.0,0.2787745429925525,0.27877454299255255
25-1125,"History Teachers, Postsecondary",5,2020-2024,152.0,70000.0,62032.0,-0.17060767861683193,-0.04568884011558261
25-1126,"Philosophy and Religion Teachers, Postsecondary",5,2020-2024,142.0,77547.5,71972.5,,
25-1194,"Career/Technical Education Teachers, Postsecondary",4,2020-2024,467.5,69500.0,62462.5,-0.23128305037573058,-0.06364267070147556
25-1199,"Postsecondary Teachers, All Other",5,2020-2024,1262.0,85886.0,91970.0,0.48771686328938235,0.1044093415965397
25-2011,"Preschool Teachers, Except Special Education",5,2020-2024,1140.0,43284.0,41068.0,0.09043187783345263,0.021879377606725203
25-2012,"Kindergarten Teachers, Except Special Education",5,2020-2024,325.0,53878.0,51602.0,0.6429725363489499,0.13215939802136156
25-2021,"Elementary School Teachers, Except Special Education",5,2020-2024,4568.0,63298.0,62090.0,-0.0617891177374731,-0.015818682858784627
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",5,2020-2024,2316.0,63170.0,64120.0,-0.02563315425940138,-0.0064708254321209635
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5,2020-2024,7005.0,63672.0,62260.0,-0.04989448296653603,-0.012714042400076564
25-2051,"Special Education Teachers, Preschool",2,2020-2021,175.0,55910.0,54065.0,-0.12288064461977505,-0.1228806446197751
25-2052,"Special Education Teachers, Kindergarten and Elementary School",5,2020-2024,326.0,54366.0,52932.0,-0.09932465821116784,-0.02581358679203949
25-2057,"Special Education Teachers, Middle School",3,2020-2024,220.0,63443.333333333336,59920.0,0.08493150684931507,0.020588288447727088
25-2058,"Special Education Teachers, Secondary School",4,2021-2024,737.5,67522.5,64240.0,-0.01248871501655131,-0.004180356030964116
25-2059,"Special Education Teachers, All Other",2,2020-2021,55.0,46590.0,39990.0,-0.12628192238085661,-0.12628192238085667
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",5,2020-2024,127.5,50336.0,49596.0,0.0263103802672148,0.006513676286503234
25-3021,Self-Enrichment Teachers,5,2020-2024,1868.0,57434.0,48428.0,0.38768037906525954,0.08535637608100943
25-3031,"Substitute Teachers, Short-Term",5,2020-2024,2170.0,47630.0,49182.0,0.036820446177171326,0.0090806731279367
25-3041,Tutors,4,2021-2024,1592.5,37147.5,34907.5,0.16104203670811132,0.05103210283128545
25-3099,"Teachers and Instructors, All Other",4,2021-2024,722.5,70985.0,66255.0,0.3344929552965733,0.10096140611907689
25-4012,Curators,4,2020-2024,50.0,68602.5,61467.5,0.1410386965376782,0.03353477381068615
25-4013,Museum Technicians and Conservators,5,2020-2024,64.0,45750.0,42998.0,0.02437185929648241,0.006038057154227117
25-4022,Librarians and Media Collections Specialists,5,2020-2024,330.0,67920.0,63046.0,-0.055274971941638606,-0.014114781444772628
25-4031,Library Technicians,5,2020-2024,152.0,47978.0,45730.0,-0.006469700237222342,-0.0016213640307372046
25-9021,Farm and Home Management Educators,2,2021-2024,190.0,77095.0,73185.0,-0.5591066255490141,-0.23889508909626056
25-9031,Instructional Coordinators,5,2020-2024,828.0,73898.0,71358.0,-0.06645898234683281,-0.017045645033429535
25-9044,"Teaching Assistants, Postsecondary",5,2020-2024,474.0,44102.0,45352.0,-0.13303670745272525,-0.03506029396871457
25-9045,"Teaching Assistants, Except Postsecondary",5,2020-2024,5520.0,34242.0,33370.0,0.09491937937328872,0.022929105113455917
25-9099,"Educational Instruction and Library Workers, All Other",5,2020-2024,1326.0,48388.0,45074.0,0.09896178484647669,0.023871955702198022
27-1011,Art Directors,3,2020-2024,63.333333333333336,96766.66666666667,92246.66666666667,0.004772795068111763,0.0011910691083882874
27-1014,Special Effects Artists and Animators,2,2020-2021,35.0,73860.0,63315.0,-0.25657972382863214,-0.25657972382863214
27-1019,"Artists and Related Workers, All Other",2,2020-2024,,67915.0,65600.0,0.36678863913573795,0.0812480570366012
27-1023,Floral Designers,5,2020-2024,222.0,38126.0,35536.0,0.16540697674418606,0.039009224752241556
27-1024,Graphic Designers,5,2020-2024,488.0,57536.0,52354.0,-0.0022425392444367777,-0.0005611068958975007
27-1025,Interior Designers,5,2020-2024,228.0,66386.0,58984.0,0.0902469917669411,0.02183605915733211
27-1026,Merchandise Displayers and Window Trimmers,5,2020-2024,1012.0,38788.0,34426.0,0.17880978865406005,0.04198371951187552
27-1027,Set and Exhibit Designers,2,2022-2023,,37665.0,35015.0,0.0029247540547726668,0.0029247540547727713
27-2012,Producers and Directors,5,2020-2024,572.0,71654.0,60816.0,0.13913448115402513,0.03310330166287456
27-2022,Coaches and Scouts,5,2020-2024,870.0,57118.0,48944.0,0.07641384528087762,0.01857923617648405
27-2031,Dancers,4,2020-2024,422.5,,,,
27-2041,Music Directors and Composers,5,2020-2024,156.0,87388.0,67576.0,-0.014500714050313083,-0.0036450598183848104
27-2042,Musicians and Singers,5,2020-2024,636.0,,,,
27-2091,"Disc Jockeys, Except Radio",2,2023-2024,75.0,,,,
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",4,2021-2024,195.0,,,,
27-3011,Broadcast Announcers and Radio Disc Jockeys,5,2020-2024,156.0,52198.0,39234.0,0.5398726114649681,0.11396410949104419
27-3023,"News Analysts, Reporters, and Journalists",5,2020-2024,184.0,70648.0,64654.0,0.02621212121212121,0.006489584492344491
27-3031,Public Relations Specialists,5,2020-2024,1280.0,65272.0,61736.0,0.04152037856815753,0.010222281185671811
27-3041,Editors,5,2020-2024,190.0,70970.0,59004.0,0.103273397879207,0.024874733877066735
27-3042,Technical Writers,2,2020-2021,100.0,83910.0,80870.0,0.31699572000552256,0.3169957200055227
27-3043,Writers and Authors,5,2020-2024,54.0,71502.5,62905.0,,
27-3091,Interpreters and Translators,4,2021-2024,120.0,61050.0,61000.0,0.33617443012884046,0.10142361960260349
27-3099,"Media and Communication Workers, All Other",4,2020-2024,110.0,57990.0,49342.5,0.17370803470388532,0.04085448856968954
27-4011,Audio and Video Technicians,5,2020-2024,318.0,59883.333333333336,57740.0,0.17676167854315122,0.04153082853832246
27-4012,Broadcast Technicians,5,2020-2024,72.0,55342.0,48462.0,0.15982805783509182,0.03776352620556267
27-4014,Sound Engineering Technicians,2,2022-2023,60.0,44070.0,33610.0,,
27-4015,Lighting Technicians,2,2021-2024,40.0,70730.0,90530.0,,
27-4021,Photographers,5,2020-2024,378.0,56434.0,42212.0,0.2635395422615001,0.06022297077649075
27-4031,"Camera Operators, Television, Video, and Film",4,2020-2024,115.0,55885.0,50905.0,-0.14643449419568821,-0.03881006601557313
27-4032,Film and Video Editors,5,2020-2024,80.0,51460.0,52630.0,,
27-4099,"Media and Communication Equipment Workers, All Other",4,2021-2024,322.5,77242.5,81457.5,-0.15558312655086848,-0.054810327649849055
29-1011,Chiropractors,5,2020-2024,96.0,84750.0,82472.0,-0.007065711113354194,-0.001771127564234365
29-1021,"Dentists, General",5,2020-2024,618.0,167942.5,157692.5,-0.32870028094041104,-0.09483215793703026
29-1029,"Dentists, All Other Specialists",2,2022-2023,140.0,,,,
29-1031,Dietitians and Nutritionists,5,2020-2024,334.0,76376.0,77986.0,0.10396923499519296,0.025036293394844922
29-1041,Optometrists,5,2020-2024,236.0,139704.0,132316.0,0.10152631179284684,0.024468758201814378
29-1051,Pharmacists,5,2020-2024,1168.0,135900.0,137702.0,0.1465289641248641,0.03477578616015742
29-1071,Physician Assistants,5,2020-2024,342.0,118250.0,125822.0,0.2358482412928874,0.0543657405455773
29-1081,Podiatrists,2,2020-2023,40.0,220700.0,,,
29-1122,Occupational Therapists,5,2020-2024,354.0,94292.0,94610.0,0.13061699650756695,0.031166694775700998
29-1123,Physical Therapists,5,2020-2024,934.0,97026.0,97724.0,0.10769568558568449,0.02590020368136625
29-1126,Respiratory Therapists,5,2020-2024,324.0,85478.0,85120.0,0.20903374823559603,0.04859940250559491
29-1127,Speech-Language Pathologists,5,2020-2024,188.0,101434.0,98424.0,0.2935347432024169,0.066459886064828
29-1129,"Therapists, All Other",4,2020-2023,42.5,72720.0,67835.0,,
29-1131,Veterinarians,5,2020-2024,298.0,131372.0,104750.0,0.17046117921774664,0.040133905708698014
29-1141,Registered Nurses,5,2020-2024,11838.0,113602.0,121422.0,0.1801965086330249,0.04229002479371169
29-1151,Nurse Anesthetists,2,2020-2021,60.0,210340.0,197180.0,0.08329619174961621,0.08329619174961622
29-1161,Nurse Midwives,3,2021-2023,45.0,139523.33333333334,155540.0,0.6064727489327906,0.2674670602949769
29-1171,Nurse Practitioners,5,2020-2024,472.0,128442.0,130224.0,0.13672335410001685,0.03255619266061993
29-1181,Audiologists,4,2020-2024,96.66666666666667,81970.0,78070.0,,
29-1211,Anesthesiologists,4,2020-2023,73.33333333333333,,,,
29-1212,Cardiologists,3,2021-2024,53.333333333333336,,,,
29-1213,Dermatologists,2,2021-2023,30.0,366600.0,,,
29-1214,Emergency Medicine Physicians,3,2021-2024,135.0,,,,
29-1215,Family Medicine Physicians,5,2020-2024,275.0,227714.0,230975.0,-0.1644637311887889,-0.04392639913833318
29-1216,General Internal Medicine Physicians,5,2020-2024,295.0,269446.6666666667,,,
29-1218,Obstetricians and Gynecologists,5,2020-2024,206.0,288300.0,,,
29-1221,"Pediatricians, General",5,2020-2024,334.0,204584.0,166838.0,0.12594187298170076,0.0300990642011838
29-1222,"Physicians, Pathologists",2,2021-2022,60.0,214150.0,,0.18520408163265306,0.185204081632653
29-1223,Psychiatrists,5,2020-2024,152.0,158687.5,119150.0,,
29-1224,Radiologists,4,2021-2024,73.33333333333333,,,,
29-1229,"Physicians, All Other",4,2021-2024,1820.0,279765.0,235410.0,0.20662366952874608,0.06461017701353189
29-1241,"Ophthalmologists, Except Pediatric",3,2021-2023,96.66666666666667,307390.0,,0.26471671701171445,0.12459624621982202
29-1242,"Orthopedic Surgeons, Except Pediatric",4,2021-2024,75.0,455740.0,,,
29-1249,"Surgeons, All Other",3,2021-2024,450.0,358715.0,,,
29-1291,Acupuncturists,2,2021-2022,150.0,86035.0,72725.0,0.4966627974463146,0.4966627974463145
29-1292,Dental Hygienists,5,2020-2024,1124.0,87640.0,88580.0,0.0847418650109233,0.02054368680098495
