agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129375.99,-0.0078125,-6.0386005e-06,3,4.684636602036816,1.6846366020368162,56.154553401227204,21,36.2094738198996,15.2094738198996,72.42606580904571
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.3487998177555,12.348799817755499,58.803808655978564,333,519.7755582567877,186.7755582567877,56.08875623326958
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.6841970046138,13.684197004613793,26.831758832576064,889,1118.4265065205118,229.4265065205118,25.807256076548008
$30k-$40k,30000,40000.0,59827,59827.004,0.00390625,6.5292425e-06,92,106.90380882058547,14.903808820585468,16.199792196288552,1533,1786.882207708507,253.88220770850694,16.561135532192235
$40k-$50k,40000,50000.0,53555,53554.996,-0.00390625,-7.2939038e-06,116,134.15757934026138,18.15757934026138,15.65308563815636,2166,2505.0432102620935,339.04321026209345,15.652964462700528
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,320.1798874004736,27.179887400473604,9.276412082072902,3201,3500.8024076413867,299.8024076413867,9.365898395544727
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,284.49438225380067,23.494382253800666,9.0016790244447,4751,5174.883262765583,423.8832627655829,8.921979851938179
$100k-$150k,100000,150000.0,62065,62065.004,0.00390625,6.2938047e-06,438,451.98912838152245,13.989128381522448,3.19386492728823,7055,7282.511881643606,227.5118816436061,3.224831773828577
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,295.76080637649557,1.760806376495566,0.5989137335018933,10496,10571.947611398897,75.9476113988967,0.7235862366510738
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,282.2015116082165,-27.798488391783508,-8.967254319930165,16391,14902.123441316811,-1488.8765586831887,-9.083500449534432
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,139.96413545094973,-13.035864549050274,-8.520172907875995,25119,23035.571996535506,-2083.4280034644944,-8.294231472051013
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,562.4725563694395,-435.52744363056047,-43.64002441187981,112416,63377.18945007769,-49038.81054992231,-43.62262538243872
TOTAL,0,inf,635117,635116.94,-0.0625,-9.840706e-06,3029,2680.8414294261506,-348.1585705738494,-11.49417532432649,4770,4221.020210827161,-548.9797891728394,-11.509010255195795
