agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.685853425381757,1.6858534253817572,56.1951141793919,21,36.2188769584912,15.218876958491201,72.4708426594819
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.48663048463332,12.486630484633316,59.460145164920554,333,521.9237918427885,188.92379184278855,56.733871424260826
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.74088988324424,13.740889883244236,26.942921339694582,889,1119.4067585933126,230.4067585933126,25.91752065166621
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,107.06295859443921,15.062958594439209,16.372781080912183,1533,1789.5424907556655,256.54249075566554,16.734669977538523
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,133.99496497554037,17.99496497554037,15.512900840983077,2166,2502.006628242748,336.00662824274787,15.512771387015137
$50k-$75k,50000,75000.0,91459,91459.01,0.0078125,8.542079e-06,293,320.2752025697094,27.275202569709393,9.308942856556108,3201,3501.8442713297877,300.8442713297877,9.398446464535699
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,282.1267641558802,21.12676415588021,8.09454565359395,4751,5131.81686837675,380.8168683767499,8.015509753246683
$100k-$150k,100000,150000.0,62065,62064.996,-0.00390625,-6.2938047e-06,438,452.53319104108954,14.533191041089538,3.318080146367474,7055,7291.278812900144,236.27881290014375,3.3490972771104714
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,296.9370071366864,2.937007136686418,0.9989820192810946,10496,10613.990818440321,117.99081844032116,1.12415032812806
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,281.77456214164175,-28.225437858358248,-9.104979954309114,16391,14879.577659694869,-1511.422340305131,-9.221050212342938
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,140.75447948474067,-12.24552051525933,-8.003608179908058,25119,23165.648368127167,-1953.3516318728325,-7.776390906775081
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,706.9186263367527,-291.0813736632473,-29.166470306938606,112416,79652.80296752142,-32763.19703247858,-29.14460311030332
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2825.29113022974,-203.7088697702602,-6.725284574785745,4770,4448.457733346359,-321.5422666536406,-6.740928022088902
