agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.625957395267248,1.625957395267248,54.1985798422416,21,35.755916052956096,14.755916052956096,70.26626691883855
$10k-$20k,10000,20000.0,64160,64159.996,-0.00390625,-6.088295e-06,21,33.442227632791365,12.442227632791365,59.248703013292214,333,521.2317591778823,188.23175917788228,56.52605380717186
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.55436786700122,13.554367867001218,26.57719189608082,889,1116.1816869888687,227.1816869888687,25.554745443067343
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.85360939260865,14.853609392608647,16.14522760066157,1533,1786.0432479082797,253.04324790827968,16.506408865510743
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,134.18852629538054,18.18852629538054,15.679764047741845,2166,2505.620881250687,339.62088125068703,15.679634406772255
$50k-$75k,50000,75000.0,91459,91459.01,0.0078125,8.542079e-06,293,320.33063583942175,27.330635839421745,9.32786206123609,3201,3502.4503709479463,301.45037094794634,9.417381160510665
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,284.2522595379162,23.25225953791619,8.90891170035103,4751,5170.47910975546,419.47910975545983,8.829280356881917
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,451.8075830556575,13.807583055657517,3.152416222752858,7055,7279.587256193628,224.58725619362758,3.183377125352623
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,297.5393647241074,3.5393647241073722,1.2038655524174735,10496,10635.522044756484,139.52204475648432,1.329287773975651
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,279.4855839979829,-30.51441600201707,-9.843360000650668,16391,14758.704335321483,-1632.295664678517,-9.958487369156957
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,140.55896524345798,-12.441034756542024,-8.13139526571374,25119,23133.470250733702,-1985.5297492662976,-7.904493607493521
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,1008.5420075831582,10.542007583158238,1.0563133850859958,112416,113638.53606570797,1222.5360657079727,1.0875107330877924
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,3126.181088564751,97.18108856475101,3.208355515508452,4770,4922.212897095734,152.21289709573375,3.191046060707207
