agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.620776223775869,1.6207762237758692,54.0258741258623,21,35.71586866015234,14.715868660152339,70.07556504834447
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.50861080007441,12.508610800074408,59.56481333368766,333,522.266377806646,189.266377806646,56.836750092085886
$20k-$30k,20000,30000.0,57835,57834.996,-0.00390625,-6.7541278e-06,51,64.67711736601731,13.677117366017313,26.81787718826924,889,1118.3041710796747,229.3041710796747,25.793495059580955
$30k-$40k,30000,40000.0,59827,59827.004,0.00390625,6.5292425e-06,92,106.84943890358541,14.849438903585408,16.14069446041892,1533,1785.9734221526521,252.97342215265212,16.501854021699423
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,134.10200122450024,18.102001224500242,15.60517346939676,2166,2504.0052511343524,338.0052511343524,15.605043912019964
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,320.83092452205824,27.83092452205824,9.49860905189701,3201,3507.9207570830454,306.9207570830454,9.588277322181986
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,282.7571318047525,21.757131804752476,8.33606582557566,4751,5143.2831018035595,392.2831018035595,8.25685333200504
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,451.2470048112903,13.24700481129031,3.0244303222123996,7055,7270.555140760337,215.55514076033705,3.0553528102103056
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,295.68130958092513,1.6813095809251308,0.5718740071173914,10496,10569.106004465439,73.10600446543867,0.6965129998612678
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,280.8365686117312,-29.163431388268805,-9.407558512344776,16391,14830.045340430437,-1560.9546595695629,-9.52324238648992
$300k-$400k,300000,400000.0,6076,6075.9995,-0.00048828125,-8.036229e-06,153,141.0383882220822,-11.961611777917796,-7.818046913671761,25119,23212.37649049546,-1906.6235095045413,-7.590363905826432
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,946.4813055581692,-51.5186944418308,-5.162193831846774,112416,106645.78090796273,-5770.219092037267,-5.132916214806849
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,3062.630577628962,33.63057762896187,1.1102864849442677,4770,4822.151788771143,52.1517887711434,1.0933289050554174
