agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129375.99,-0.0078125,-6.0386005e-06,3,4.623071680862599,1.6230716808625987,54.102389362086626,21,35.73361334429456,14.733613344294561,70.16006354425981
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.41074729015739,12.410747290157389,59.09879661979709,333,520.7410737243982,187.74107372439823,56.3787008181376
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.75340181747983,13.753401817479826,26.96745454407809,889,1119.623097042964,230.623097042964,25.94185568537278
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.85698365594011,14.856983655940112,16.148895278195774,1533,1786.0996482514604,253.0996482514604,16.510087948562322
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,134.08137244694598,18.081372446945977,15.58739004047067,2166,2503.6200624954904,337.6200624954904,15.587260503023565
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,321.2532228033936,28.253222803393612,9.642738158154817,3201,3512.5381078231076,311.53810782310757,9.732524455579743
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,283.2114613825999,22.211461382599907,8.510138460766248,4751,5151.547245754509,400.5472457545093,8.430798689844439
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,451.6355026948715,13.63550269487149,3.113128469148742,7055,7276.81467324372,221.81467324371988,3.144077579641671
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,297.80021050784353,3.8002105078435306,1.2925886081100446,10496,10644.845957529438,148.84595752943824,1.4181207843887027
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,283.1278220129966,-26.872177987003397,-8.66844451193658,16391,14951.038813592259,-1439.9611864077415,-8.785072212846936
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,139.8724451992709,-13.127554800729087,-8.580101176947116,25119,23020.48143503471,-2098.5185649652885,-8.354307754947603
$400k+,400000,inf,8875,8874.999,-0.0009765625,-1.1003521e-05,998,797.6041191024275,-200.3958808975725,-20.079747584927105,112416,89870.89654839154,-22545.103451608462,-20.055066406568873
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2918.2303605947895,-110.76963940521046,-3.656970597728969,4770,4594.791763714071,-175.20823628592916,-3.6731286433108834
