agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.681268179856067,1.6812681798560671,56.04227266186891,21,36.18343572112345,15.183435721123452,72.30207486249263
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.43210631566544,12.432106315665443,59.200506265073535,333,521.0739762416683,188.07397624166833,56.478671544044545
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.64219163542013,13.642191635420133,26.74939536356889,889,1117.700209828307,228.70020982830692,25.72555791094566
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.59986949339178,14.599869493391779,15.869423362382367,1533,1781.8020207162615,248.8020207162615,16.229746948223188
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,134.14414136155466,18.14414136155466,15.641501173754015,2166,2504.7921083289075,338.7921083289075,15.641371575665167
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,321.088671983126,28.088671983126005,9.586577468643688,3201,3510.7389320146294,309.7389320146294,9.676317776152123
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,282.9442590167349,21.944259016734918,8.407762075377363,4751,5146.686900042471,395.6869000424713,8.328497159386892
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,453.23945150025475,15.239451500254745,3.479326826542179,7055,7302.657721747438,247.6577217474378,3.510385850424349
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,296.7311481142673,2.7311481142672847,0.9289619436283281,10496,10606.63240328379,110.63240328378924,1.0540434764080528
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,281.20237111252175,-28.797628887478254,-9.289557705638146,16391,14849.362154117429,-1541.6378458825711,-9.40539226333092
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,140.4142308316278,-12.585769168372195,-8.225992920504703,25119,23109.649577292268,-2009.350422707732,-7.999324904286524
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,697.9666669501305,-300.0333330498695,-30.063460225437826,112416,78644.13148733864,-33771.86851266136,-30.041869940810344
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2817.086376494551,-211.91362350544887,-6.9961579235869555,4770,4435.539241579979,-334.4607584200212,-7.011755941719522
