agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129375.984,-0.015625,-1.2077201e-05,3,4.660777321406836,1.6607773214068358,55.35924404689453,21,36.02505784920205,15.02505784920205,71.54789452000976
$10k-$20k,10000,20000.0,64160,64160.004,0.00390625,6.088295e-06,21,33.343214165960575,12.343214165960575,58.77721031409797,333,519.6884684527353,186.68846845273526,56.062603138959545
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.6558197037131,13.655819703713107,26.77611706610413,889,1117.9358468697692,228.9358468697692,25.752063764878425
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.96433103611268,14.964331036112682,16.265577213165958,1533,1787.8939448094118,254.89394480941178,16.627132733816815
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,133.76553966947836,17.765539669478358,15.315120404722721,2166,2497.722708794293,331.7227087942929,15.314991172405026
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,320.27024757193897,27.270247571938967,9.30725173103719,3201,3501.790393202845,300.7903932028448,9.396763299057945
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,283.53350475034,22.53350475034,8.633526724268199,4751,5157.405135883658,406.40513588365775,8.554096735080147
$100k-$150k,100000,150000.0,62065,62064.996,-0.00390625,-6.2938047e-06,438,452.505983713493,14.50598371349298,3.311868427738123,7055,7290.840444587747,235.8404445877468,3.342883693660479
$150k-$200k,150000,200000.0,27976,27975.998,-0.001953125,-6.9814305e-06,294,297.7490171503457,3.7490171503457077,1.2751759014781319,10496,10643.016797879893,147.0167978798927,1.4006935773617826
$200k-$300k,200000,300000.0,18937,18936.998,-0.001953125,-1.0313804e-05,310,281.72399614221644,-28.276003857783564,-9.121291567026956,16391,14876.9089717843,-1514.0910282157001,-9.237331634529315
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,141.7942352755418,-11.205764724458191,-7.324029231672021,25119,23336.77341598779,-1782.226584012209,-7.095133500586047
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,820.106419405615,-177.89358059438496,-17.825008075589675,112416,92406.35711612564,-20009.64288387436,-17.799639627699225
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2941.0730859061623,-87.9269140938377,-2.902836384742083,4770,4630.757932642588,-139.24206735741245,-2.9191209089604286
