agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.678012724573541,1.6780127245735406,55.93375748578468,21,36.15827297623625,15.158272976236248,72.18225226779165
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.3773484217503,12.377348421750298,58.93975438928714,333,520.22051779536,187.22051779536002,56.22237771632433
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.64970560128702,13.649705601287025,26.76412862997456,889,1117.8301305660418,228.83013056604182,25.74017216715881
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.80248655112025,14.802486551120253,16.089659294695927,1533,1785.1887367095167,252.18873670951666,16.450667756654706
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,134.23359972244359,18.233599722443586,15.718620450382401,2166,2506.4625099886766,340.46250998867663,15.71849076586688
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,321.4768486204748,28.47684862047481,9.71906096261939,3201,3514.9832014397143,313.9832014397143,9.808909760690856
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,284.04271568052627,23.04271568052627,8.828626697519644,4751,5166.66755821679,415.66755821679,8.749054056341613
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,453.1775740579634,15.177574057963398,3.4651995566126477,7055,7301.660743703591,246.66074370359092,3.496254340235166
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,298.18913926410914,4.189139264109144,1.424877300717396,10496,10658.748186449426,162.7481864494257,1.5505734227269978
$200k-$300k,200000,300000.0,18937,18937.002,0.001953125,1.0313804e-05,310,283.211381766665,-26.788618233335,-8.64148975268871,16391,14955.449783851831,-1435.550216148169,-8.758161284535227
$300k-$400k,300000,400000.0,6076,6076.0005,0.00048828125,8.036229e-06,153,138.52349352502475,-14.476506474975253,-9.461768937892321,25119,22798.466489954088,-2320.5335100459124,-9.23816039669538
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,683.0293078661118,-314.9706921338882,-31.560189592573966,112416,76961.04877364641,-35454.95122635359,-31.5390613670239
TOTAL,0,inf,635117,635117.0,0.0,0.0,3029,2805.39161380205,-223.60838619795004,-7.382251112510731,4770,4417.125685191942,-352.87431480805844,-7.39778437752743
