agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.66138042127702,1.6613804212770198,55.37934737590066,21,36.02971510386022,15.02971510386022,71.57007192314391
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.40900260245837,12.409002602458372,59.090488583135105,333,520.7138809610095,187.71388096100952,56.370534823125986
$20k-$30k,20000,30000.0,57835,57834.996,-0.00390625,-6.7541278e-06,51,64.60969926483114,13.609699264831136,26.685684833002227,889,1117.1384737382778,228.13847373827775,25.662370499243842
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.90728844593305,14.907288445933048,16.20357439775331,1533,1786.940485833036,253.94048583303606,16.564937105873195
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,133.98029011646682,17.98029011646682,15.500250100402429,2166,2501.7326135088565,335.7326135088565,15.500120660612026
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,320.04468317353974,27.044683173539738,9.23026729472346,3201,3499.324103407426,298.3241034074258,9.319715820288216
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,283.63616473911736,22.636164739117362,8.672860053301672,4751,5159.272495982199,408.27249598219896,8.593401304613742
$100k-$150k,100000,150000.0,62065,62065.004,0.00390625,6.2938047e-06,438,452.38168698167505,14.381686981675045,3.283490178464622,7055,7288.836840564829,233.8368405648289,3.3144839201251433
$150k-$200k,150000,200000.0,27976,27975.998,-0.001953125,-6.9814305e-06,294,297.93648770470304,3.9364877047030404,1.3389413961574967,10496,10649.717919106854,153.71791910685351,1.464538101246699
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,282.90132687509015,-27.09867312490985,-8.74150745964834,16391,14939.078358509274,-1451.921641490726,-8.858041861330767
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,140.73075703242836,-12.269242967571643,-8.01911305070042,25119,23161.744080386496,-1957.2559196135044,-7.791934072270013
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,803.0720585863826,-194.92794141361742,-19.53185785707589,112416,90486.99251677551,-21929.007483224486,-19.507016335063057
TOTAL,0,inf,635117,635117.06,0.0625,9.840706e-06,3029,2924.2708259439028,-104.72917405609724,-3.4575494901319654,4770,4604.302102093035,-165.6978979069654,-3.473750480229883
