agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,112473.7,-16902.297,-13.064477,3,2.6936060777227384,-0.3063939222772616,-10.213130742575387,21,23.948763158701578,2.9487631587015777,14.041729327150371
$10k-$20k,10000,20000.0,64160,46985.15,-17174.852,-26.768784,21,19.860853252905343,-1.1391467470946566,-5.424508319498365,333,422.70491662539706,89.70491662539706,26.93841340102014
$20k-$30k,20000,30000.0,57835,50176.625,-7658.375,-13.241765,51,49.00660732112071,-1.9933926788792888,-3.9086130958417424,889,976.682017196667,87.68201719666695,9.862994060367486
$30k-$40k,30000,40000.0,59827,58655.516,-1171.4844,-1.9581199,92,95.59396913727568,3.5939691372756783,3.9064881926909543,1533,1629.7524302476997,96.75243024769975,6.311313127703833
$40k-$50k,40000,50000.0,53555,47721.117,-5833.883,-10.893255,116,111.4977848490386,-4.502215150961405,-3.8812199577253486,2166,2336.4454023772137,170.44540237721367,7.869132150379208
$50k-$75k,50000,75000.0,91459,85657.28,-5801.7188,-6.3435187,293,279.06844094647755,-13.931559053522449,-4.754798311782406,3201,3257.965194248767,56.96519424876715,1.7796061933385552
$75k-$100k,75000,100000.0,54976,55817.133,841.1328,1.53,261,267.8490828257967,6.8490828257967,2.6241696650562067,4751,4798.68938674351,47.68938674351011,1.0037757681227133
$100k-$150k,100000,150000.0,62065,65169.4,3104.3984,5.0018506,438,437.5448713280349,-0.4551286719650989,-0.10391065569979427,7055,6713.962102130765,-341.03789786923517,-4.833988630322256
$150k-$200k,150000,200000.0,27976,29952.785,1976.7852,7.0660033,294,292.8552607747739,-1.1447392252260897,-0.38936708341023457,10496,9777.229704919984,-718.7702950800158,-6.848040158917833
$200k-$300k,200000,300000.0,18937,20385.562,1448.5625,7.649377,310,281.0597091550945,-28.94029084490552,-9.335577691905005,16391,13787.194204481457,-2603.805795518543,-15.885582304426475
$300k-$400k,300000,400000.0,6076,6128.4697,52.469727,0.86355704,153,143.48941689312758,-9.510583106872417,-6.216067390112691,25119,23413.58010976286,-1705.419890237139,-6.789362196891354
$400k+,400000,inf,8875,6070.0986,-2804.9014,-31.604523,998,809.7826077967951,-188.2173922032049,-18.859458136593677,112416,133405.18116450985,20989.18116450985,18.670990930570248
TOTAL,0,inf,635117,585192.9,-49924.125,-7.8606186,3029,2790.302210358164,-238.69778964183615,-7.880415636904462,4770,4768.17529666294,-1.8247033370598729,-0.038253738722429195
