agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,2.8416896893986556,-0.15831031060134437,-5.277010353378145,21,21.964581447862475,0.964581447862475,4.59324498982131
$10k-$20k,10000,20000.0,64160,48120.0,-16040.0,-25.0,21,20.718143293103516,-0.2818567068964839,-1.3421747947451614,333,430.5516062573466,97.55160625734658,29.29477665385783
$20k-$30k,20000,30000.0,57835,50894.797,-6940.203,-12.000006,51,50.252516709572554,-0.7474832904274464,-1.4656535106420518,889,987.3802391430127,98.38023914301266,11.066393604388375
$30k-$40k,30000,40000.0,59827,59827.004,0.00390625,6.5292425e-06,92,98.49633859905681,6.496338599056813,7.061237607670448,1533,1646.3525192303189,113.35251923031888,7.394163028722693
$40k-$50k,40000,50000.0,53555,48735.055,-4819.9453,-8.999991,116,114.31326514523164,-1.6867348547683605,-1.4540817713520349,2166,2345.6065839719213,179.60658397192128,8.292086055952044
$50k-$75k,50000,75000.0,91459,86886.055,-4572.9453,-4.9999948,293,287.4326467140225,-5.567353285977504,-1.9001205754189434,3201,3308.1562714272313,107.15627142723133,3.347587361050651
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,266.07634695163324,5.076346951633241,1.944960517867142,4751,4839.863703282037,88.86370328203702,1.8704210330885502
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,416.6288757796863,-21.371124220313675,-4.879252105094446,7055,6712.782982029909,-342.21701797009064,-4.850701884763865
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,274.3450869913382,-19.654913008661822,-6.685344560769327,10496,9806.444344843372,-689.5556551566278,-6.569699458428238
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,260.5769984475695,-49.42300155243049,-15.942903726590481,16391,13760.204807919392,-2630.795192080608,-16.050242157773216
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,129.37113099277042,-23.628869007229582,-15.443705233483387,25119,21292.154541272288,-3826.845458727712,-15.234863882828584
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,907.3693251229964,-90.63067487700357,-9.08122994759555,112416,102238.79719695734,-10177.202803042659,-9.053162186025707
TOTAL,0,inf,635117,602743.9,-32373.125,-5.097191,3029,2828.42236443638,-200.57763556361988,-6.621909394639151,4770,4692.577530441732,-77.42246955826795,-1.623112569355722
