agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,112463.17,-16912.828,-13.072616,3,2.6760029743479796,-0.3239970256520204,-10.799900855067346,21,23.794482493542777,2.794482493542777,13.30705949306084
$10k-$20k,10000,20000.0,64160,46979.24,-17180.762,-26.777994,21,19.86579227289664,-1.1342077271033588,-5.400989176682661,333,422.8632263887796,89.8632263887796,26.98595387050438
$20k-$30k,20000,30000.0,57835,50175.863,-7659.1367,-13.243082,51,48.996837468836176,-2.0031625311638237,-3.927769668948674,889,976.5021319951178,87.5021319951178,9.842759504512689
$30k-$40k,30000,40000.0,59827,58654.797,-1172.2031,-1.9593213,92,95.36165061656186,3.3616506165618603,3.653968061480283,1533,1625.811624917708,92.81162491770806,6.054248200763735
$40k-$50k,40000,50000.0,53555,47713.066,-5841.9336,-10.908288,116,111.40913491978709,-4.590865080212907,-3.9576423105283682,2166,2334.9816582988146,168.98165829881464,7.801553938080084
$50k-$75k,50000,75000.0,91459,85653.03,-5805.9688,-6.348166,293,275.833064272484,-17.166935727515977,-5.85902243259931,3201,3220.3537953886953,19.35379538869529,0.6046171630332798
$75k-$100k,75000,100000.0,54976,55817.45,841.4492,1.5305755,261,268.2613913750751,7.261391375075107,2.782142289300807,4751,4806.048917136143,55.048917136143245,1.1586806385212218
$100k-$150k,100000,150000.0,62065,65169.895,3104.8945,5.00265,438,423.4044852201606,-14.595514779839391,-3.3323093104656145,7055,6496.933718638004,-558.0662813619956,-7.910223690460604
$150k-$200k,150000,200000.0,27976,29969.074,1993.0742,7.124229,294,286.63870753682016,-7.361292463179836,-2.503840973870693,10496,9564.483221756851,-931.516778243149,-8.874969304908051
$200k-$300k,200000,300000.0,18937,20386.523,1449.5234,7.6544514,310,269.38785285928606,-40.612147140713944,-13.100692626036755,16391,13214.016292928125,-3176.983707071875,-19.382488603940423
$300k-$400k,300000,400000.0,6076,6134.6475,58.64746,0.96523136,153,144.2237936331051,-8.776206366894911,-5.736082592741772,25119,23509.711772592185,-1609.2882274078147,-6.406657221258071
$400k+,400000,inf,8875,6076.143,-2798.857,-31.536415,998,806.5705124261763,-191.42948757382374,-19.18131138014266,112416,132743.83167268385,20327.831672683853,18.082685447519793
TOTAL,0,inf,635117,585192.9,-49924.125,-7.8606186,3029,2752.629225575537,-276.370774424463,-9.12415894435335,4770,4703.798257242173,-66.20174275782665,-1.3878772066630325
