agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129375.984,-0.015625,-1.2077201e-05,3,4.682032444396593,1.6820324443965928,56.0677481465531,21,36.18934740489075,15.189347404890754,72.33022573757502
$10k-$20k,10000,20000.0,64160,64160.0,0.0,0.0,21,33.23950697294623,12.23950697294623,58.2833665378392,333,518.0721161618801,185.0721161618801,55.57721206062466
$20k-$30k,20000,30000.0,57835,57835.0,0.0,0.0,51,64.6886927879298,13.688692787929796,26.840574093979992,889,1118.5042411676286,229.5042411676286,25.8160001313418
$30k-$40k,30000,40000.0,59827,59827.004,0.00390625,6.5292425e-06,92,106.9933265893281,14.993326589328106,16.2970941188349,1533,1788.3784846887636,255.3784846887636,16.658740031882818
$40k-$50k,40000,50000.0,53555,53555.0,0.0,0.0,116,133.86849610908502,17.868496109085015,15.403875956107772,2166,2499.6451518828308,333.64515188283076,15.40374662432275
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,321.1115383351861,28.111538335186083,9.594381684363851,3201,3510.988949531332,309.98894953133185,9.684128382734517
$75k-$100k,75000,100000.0,54976,54976.0,0.0,0.0,261,283.7584201840907,22.75842018409071,8.719701219958125,4751,5161.496292638438,410.4962926384378,8.640208222236115
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,451.5280171276108,13.52801712761078,3.088588385299265,7055,7275.082850682523,220.0828506825228,3.119530130156241
$150k-$200k,150000,200000.0,27976,27976.0,0.0,0.0,294,297.44076219357,3.440762193569981,1.1703272767244832,10496,10631.997504774448,135.99750477444832,1.2957079342077773
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,281.7166464181495,-28.28335358185052,-9.123662445758232,16391,14876.519322920709,-1514.4806770792911,-9.239708846801848
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,141.0660139424419,-11.933986057558087,-7.799990887292868,25119,23216.92132034923,-1902.078679650771,-7.572270710023372
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,1013.7950610980861,15.79506109808608,1.5826714527140362,112416,114230.42941950266,1814.4294195026596,1.614031294035244
TOTAL,0,inf,635117,635116.94,-0.0625,-9.840706e-06,3029,3133.888514202821,104.88851420282117,3.4628099769832015,4770,4934.348824861597,164.34882486159677,3.44546802644857
