agi_bracket,min_agi,max_agi,dotax_returns,model_returns,returns_diff,returns_pct_diff,dotax_tax_millions,model_tax_millions,tax_diff,tax_pct_diff,dotax_avg_tax,model_avg_tax,avg_tax_diff,avg_tax_pct_diff
$0k-$10k,0,10000.0,129376,129376.0,0.0,0.0,3,4.643316120928587,1.6433161209285867,54.77720403095289,21,35.89008874079108,14.890088740791079,70.90518447995751
$10k-$20k,10000,20000.0,64160,64160.008,0.0078125,1.217659e-05,21,33.39876733906851,12.398767339068513,59.04174923365959,333,520.5542904027138,187.55429040271383,56.32260973054469
$20k-$30k,20000,30000.0,57835,57835.004,0.00390625,6.7541278e-06,51,64.68684043955341,13.686840439553407,26.836942038340013,889,1118.4721374690348,229.4721374690348,25.812388916651834
$30k-$40k,30000,40000.0,59827,59827.0,0.0,0.0,92,106.62977649864942,14.62977649864942,15.901930976792848,1533,1782.3019121575446,249.30191215754462,16.26235565280787
$40k-$50k,40000,50000.0,53555,53555.004,0.00390625,7.2939038e-06,116,134.10322932622447,18.103229326224465,15.606232177779711,2166,2504.028000090843,338.02800009084285,15.606094187019522
$50k-$75k,50000,75000.0,91459,91459.0,0.0,0.0,293,320.1984588319955,27.19845883199548,9.282750454605965,3201,3501.005465093599,300.005465093599,9.372241958562919
$75k-$100k,75000,100000.0,54976,54976.004,0.00390625,7.1053732e-06,261,283.4308817337496,22.430881733749573,8.594207560823591,4751,5155.538081979936,404.53808197993567,8.514798610396458
$100k-$150k,100000,150000.0,62065,62065.0,0.0,0.0,438,452.0417260402286,14.041726040228582,3.2058735251663433,7055,7283.359800857626,228.3598008576264,3.236850472822486
$150k-$200k,150000,200000.0,27976,27976.002,0.001953125,6.9814305e-06,294,297.4852102934225,3.485210293422483,1.1854456780348581,10496,10633.585556359047,137.58555635904668,1.3108379988476244
$200k-$300k,200000,300000.0,18937,18937.0,0.0,0.0,310,280.08257509331264,-29.91742490668736,-9.650782227963663,16391,14790.229449929377,-1600.7705500706234,-9.76615551260218
$300k-$400k,300000,400000.0,6076,6076.0,0.0,0.0,153,140.03289770418024,-12.967102295819757,-8.475230258705723,25119,23046.88902307114,-2072.1109769288596,-8.249177821286116
$400k+,400000,inf,8875,8875.0,0.0,0.0,998,657.6269339358194,-340.37306606418065,-34.10551764170147,112416,74098.80945755712,-38317.190542442884,-34.085175190758335
TOTAL,0,inf,635117,635117.06,0.0625,9.840706e-06,3029,2774.3606133571325,-254.63938664286752,-8.406714646512627,4770,4368.2665404019635,-401.73345959803646,-8.422085106877075
