district,total_tax_units,weighted_tax_units,total_population_estimate,ctc_recipient_units,ctc_recipient_rate,total_ctc_amount,total_refundable_ctc,total_nonrefundable_ctc,total_qualifying_children,avg_ctc_per_unit,avg_ctc_per_recipient,ctc_Q2_Low,ctc_Q1_Lowest,ctc_Q3_Middle,ctc_Q4_High,ctc_Q5_Highest,ctc_single,ctc_married_filing_jointly,ctc_married_filing_separately,ctc_head_of_household
3.0,5228.0,145166.1755606832,145166.1755606832,559.0,0.10692425401683243,48553788.078256376,24234541.365217693,24319246.713038683,24845.356360039983,334.47039498508826,3093.074912591964,5773475.437969416,17994496.46321412,6556920.069132956,10263050.40242268,7965845.705517206,537310.8548292215,28105388.658401296,900746.4962673557,19010342.06875851
