zip_code,actual_county,puma_county,puma_code
96792,Honolulu,Honolulu,305.0
96792,Honolulu,Honolulu,307.0
96792,Honolulu,Honolulu,303.0
96792,Honolulu,Honolulu,306.0
96792,Honolulu,Honolulu,308.0
96792,Honolulu,Honolulu,301.0
96792,Honolulu,Honolulu,302.0
96793,Honolulu,Honolulu,304.0
96793,Honolulu,Honolulu,305.0
96793,Honolulu,Honolulu,307.0
96793,Honolulu,Honolulu,303.0
96793,Honolulu,Honolulu,306.0
96793,Honolulu,Honolulu,308.0
96793,Honolulu,Honolulu,301.0
96793,Honolulu,Honolulu,302.0
96794,Honolulu,Honolulu,304.0
96794,Honolulu,Honolulu,305.0
96794,Honolulu,Honolulu,307.0
96794,Honolulu,Honolulu,303.0
96794,Honolulu,Honolulu,306.0
96794,Honolulu,Honolulu,308.0
96794,Honolulu,Honolulu,301.0
96794,Honolulu,Honolulu,302.0
96795,Honolulu,Honolulu,304.0
96795,Honolulu,Honolulu,305.0
96795,Honolulu,Honolulu,307.0
96795,Honolulu,Honolulu,303.0
96795,Honolulu,Honolulu,306.0
96795,Honolulu,Honolulu,308.0
96795,Honolulu,Honolulu,301.0
96795,Honolulu,Honolulu,302.0
96796,Honolulu,Honolulu,304.0
96796,Honolulu,Honolulu,305.0
96796,Honolulu,Honolulu,307.0
96796,Honolulu,Honolulu,303.0
96796,Honolulu,Honolulu,306.0
96796,Honolulu,Honolulu,308.0
96796,Honolulu,Honolulu,301.0
96796,Honolulu,Honolulu,302.0
96797,Honolulu,Honolulu,304.0
96797,Honolulu,Honolulu,305.0
96797,Honolulu,Honolulu,307.0
96797,Honolulu,Honolulu,303.0
96797,Honolulu,Honolulu,306.0
96797,Honolulu,Honolulu,308.0
96797,Honolulu,Honolulu,301.0
96797,Honolulu,Honolulu,302.0
96798,Honolulu,Honolulu,304.0
96798,Honolulu,Honolulu,305.0
96798,Honolulu,Honolulu,307.0
96798,Honolulu,Honolulu,303.0
96798,Honolulu,Honolulu,306.0
96798,Honolulu,Honolulu,308.0
96798,Honolulu,Honolulu,301.0
96798,Honolulu,Honolulu,302.0
96799,Honolulu,Honolulu,304.0
96799,Honolulu,Honolulu,305.0
96799,Honolulu,Honolulu,307.0
96799,Honolulu,Honolulu,303.0
96799,Honolulu,Honolulu,306.0
96799,Honolulu,Honolulu,308.0
96799,Honolulu,Honolulu,301.0
96799,Honolulu,Honolulu,302.0
96800,Honolulu,Honolulu,304.0
96800,Honolulu,Honolulu,305.0
96800,Honolulu,Honolulu,307.0
96800,Honolulu,Honolulu,303.0
96800,Honolulu,Honolulu,306.0
96800,Honolulu,Honolulu,308.0
96800,Honolulu,Honolulu,301.0
96800,Honolulu,Honolulu,302.0
96801,Honolulu,Honolulu,304.0
96801,Honolulu,Honolulu,305.0
96801,Honolulu,Honolulu,307.0
96801,Honolulu,Honolulu,303.0
96801,Honolulu,Honolulu,306.0
96801,Honolulu,Honolulu,308.0
96801,Honolulu,Honolulu,301.0
96801,Honolulu,Honolulu,302.0
96802,Honolulu,Honolulu,304.0
96802,Honolulu,Honolulu,305.0
96802,Honolulu,Honolulu,307.0
96802,Honolulu,Honolulu,303.0
96802,Honolulu,Honolulu,306.0
96802,Honolulu,Honolulu,308.0
96802,Honolulu,Honolulu,301.0
96802,Honolulu,Honolulu,302.0
96803,Honolulu,Honolulu,304.0
96803,Honolulu,Honolulu,305.0
96803,Honolulu,Honolulu,307.0
96803,Honolulu,Honolulu,303.0
96803,Honolulu,Honolulu,306.0
96803,Honolulu,Honolulu,308.0
96803,Honolulu,Honolulu,301.0
96803,Honolulu,Honolulu,302.0
96804,Honolulu,Honolulu,304.0
96804,Honolulu,Honolulu,305.0
96804,Honolulu,Honolulu,307.0
96804,Honolulu,Honolulu,303.0
96804,Honolulu,Honolulu,306.0
96804,Honolulu,Honolulu,308.0
96804,Honolulu,Honolulu,301.0
96804,Honolulu,Honolulu,302.0
96805,Honolulu,Honolulu,304.0
96805,Honolulu,Honolulu,305.0
96805,Honolulu,Honolulu,307.0
96805,Honolulu,Honolulu,303.0
96805,Honolulu,Honolulu,306.0
96805,Honolulu,Honolulu,308.0
96805,Honolulu,Honolulu,301.0
96805,Honolulu,Honolulu,302.0
96806,Honolulu,Honolulu,304.0
96806,Honolulu,Honolulu,305.0
96806,Honolulu,Honolulu,307.0
96806,Honolulu,Honolulu,303.0
96806,Honolulu,Honolulu,306.0
96806,Honolulu,Honolulu,308.0
96806,Honolulu,Honolulu,301.0
96806,Honolulu,Honolulu,302.0
96807,Honolulu,Honolulu,304.0
96807,Honolulu,Honolulu,305.0
96807,Honolulu,Honolulu,307.0
96807,Honolulu,Honolulu,303.0
96807,Honolulu,Honolulu,306.0
96807,Honolulu,Honolulu,308.0
96807,Honolulu,Honolulu,301.0
96807,Honolulu,Honolulu,302.0
96808,Honolulu,Honolulu,304.0
96808,Honolulu,Honolulu,305.0
96808,Honolulu,Honolulu,307.0
96808,Honolulu,Honolulu,303.0
96808,Honolulu,Honolulu,306.0
96808,Honolulu,Honolulu,308.0
96808,Honolulu,Honolulu,301.0
96808,Honolulu,Honolulu,302.0
96809,Honolulu,Honolulu,304.0
96809,Honolulu,Honolulu,305.0
96809,Honolulu,Honolulu,307.0
96809,Honolulu,Honolulu,303.0
96809,Honolulu,Honolulu,306.0
96809,Honolulu,Honolulu,308.0
96809,Honolulu,Honolulu,301.0
96809,Honolulu,Honolulu,302.0
96810,Honolulu,Honolulu,304.0
96810,Honolulu,Honolulu,305.0
96810,Honolulu,Honolulu,307.0
96810,Honolulu,Honolulu,303.0
96810,Honolulu,Honolulu,306.0
96810,Honolulu,Honolulu,308.0
96810,Honolulu,Honolulu,301.0
96810,Honolulu,Honolulu,302.0
96811,Honolulu,Honolulu,304.0
96811,Honolulu,Honolulu,305.0
96811,Honolulu,Honolulu,307.0
96811,Honolulu,Honolulu,303.0
96811,Honolulu,Honolulu,306.0
96811,Honolulu,Honolulu,308.0
96811,Honolulu,Honolulu,301.0
96811,Honolulu,Honolulu,302.0
96812,Honolulu,Honolulu,304.0
96812,Honolulu,Honolulu,305.0
96812,Honolulu,Honolulu,307.0
96812,Honolulu,Honolulu,303.0
96812,Honolulu,Honolulu,306.0
96812,Honolulu,Honolulu,308.0
96812,Honolulu,Honolulu,301.0
96812,Honolulu,Honolulu,302.0
96813,Honolulu,Honolulu,304.0
96813,Honolulu,Honolulu,305.0
96813,Honolulu,Honolulu,307.0
96813,Honolulu,Honolulu,303.0
96813,Honolulu,Honolulu,306.0
96813,Honolulu,Honolulu,308.0
96813,Honolulu,Honolulu,301.0
96813,Honolulu,Honolulu,302.0
96814,Honolulu,Honolulu,304.0
96814,Honolulu,Honolulu,305.0
96814,Honolulu,Honolulu,307.0
96814,Honolulu,Honolulu,303.0
96814,Honolulu,Honolulu,306.0
96814,Honolulu,Honolulu,308.0
96814,Honolulu,Honolulu,301.0
96814,Honolulu,Honolulu,302.0
96815,Honolulu,Honolulu,304.0
96815,Honolulu,Honolulu,305.0
96815,Honolulu,Honolulu,307.0
96815,Honolulu,Honolulu,303.0
96815,Honolulu,Honolulu,306.0
96815,Honolulu,Honolulu,308.0
96815,Honolulu,Honolulu,301.0
96815,Honolulu,Honolulu,302.0
96816,Honolulu,Honolulu,304.0
96816,Honolulu,Honolulu,305.0
96816,Honolulu,Honolulu,307.0
96816,Honolulu,Honolulu,303.0
96816,Honolulu,Honolulu,306.0
96816,Honolulu,Honolulu,308.0
96816,Honolulu,Honolulu,301.0
96816,Honolulu,Honolulu,302.0
96817,Honolulu,Honolulu,304.0
96817,Honolulu,Honolulu,305.0
96817,Honolulu,Honolulu,307.0
96817,Honolulu,Honolulu,303.0
96817,Honolulu,Honolulu,306.0
96817,Honolulu,Honolulu,308.0
96817,Honolulu,Honolulu,301.0
96817,Honolulu,Honolulu,302.0
96818,Honolulu,Honolulu,304.0
96818,Honolulu,Honolulu,305.0
96818,Honolulu,Honolulu,307.0
96818,Honolulu,Honolulu,303.0
96818,Honolulu,Honolulu,306.0
96818,Honolulu,Honolulu,308.0
96818,Honolulu,Honolulu,301.0
96818,Honolulu,Honolulu,302.0
96819,Honolulu,Honolulu,304.0
96819,Honolulu,Honolulu,305.0
96819,Honolulu,Honolulu,307.0
96819,Honolulu,Honolulu,303.0
96819,Honolulu,Honolulu,306.0
96819,Honolulu,Honolulu,308.0
96819,Honolulu,Honolulu,301.0
96819,Honolulu,Honolulu,302.0
96820,Honolulu,Honolulu,304.0
96820,Honolulu,Honolulu,305.0
96820,Honolulu,Honolulu,307.0
96820,Honolulu,Honolulu,303.0
96820,Honolulu,Honolulu,306.0
96820,Honolulu,Honolulu,308.0
96820,Honolulu,Honolulu,301.0
96820,Honolulu,Honolulu,302.0
96821,Honolulu,Honolulu,304.0
96821,Honolulu,Honolulu,305.0
96821,Honolulu,Honolulu,307.0
96821,Honolulu,Honolulu,303.0
96821,Honolulu,Honolulu,306.0
96821,Honolulu,Honolulu,308.0
96821,Honolulu,Honolulu,301.0
96821,Honolulu,Honolulu,302.0
96822,Honolulu,Honolulu,304.0
96822,Honolulu,Honolulu,305.0
96822,Honolulu,Honolulu,307.0
96822,Honolulu,Honolulu,303.0
96822,Honolulu,Honolulu,306.0
96822,Honolulu,Honolulu,308.0
96822,Honolulu,Honolulu,301.0
96822,Honolulu,Honolulu,302.0
96823,Honolulu,Honolulu,304.0
96823,Honolulu,Honolulu,305.0
96823,Honolulu,Honolulu,307.0
96823,Honolulu,Honolulu,303.0
96823,Honolulu,Honolulu,306.0
96823,Honolulu,Honolulu,308.0
96823,Honolulu,Honolulu,301.0
96823,Honolulu,Honolulu,302.0
96824,Honolulu,Honolulu,304.0
96824,Honolulu,Honolulu,305.0
96824,Honolulu,Honolulu,307.0
96824,Honolulu,Honolulu,303.0
96824,Honolulu,Honolulu,306.0
96824,Honolulu,Honolulu,308.0
96824,Honolulu,Honolulu,301.0
96824,Honolulu,Honolulu,302.0
96825,Honolulu,Honolulu,304.0
96825,Honolulu,Honolulu,305.0
96825,Honolulu,Honolulu,307.0
96825,Honolulu,Honolulu,303.0
96825,Honolulu,Honolulu,306.0
96825,Honolulu,Honolulu,308.0
96825,Honolulu,Honolulu,301.0
96825,Honolulu,Honolulu,302.0
96826,Honolulu,Honolulu,304.0
96826,Honolulu,Honolulu,305.0
96826,Honolulu,Honolulu,307.0
96826,Honolulu,Honolulu,303.0
96826,Honolulu,Honolulu,306.0
96826,Honolulu,Honolulu,308.0
96826,Honolulu,Honolulu,301.0
96826,Honolulu,Honolulu,302.0
96827,Honolulu,Honolulu,304.0
96827,Honolulu,Honolulu,305.0
96827,Honolulu,Honolulu,307.0
96827,Honolulu,Honolulu,303.0
96827,Honolulu,Honolulu,306.0
96827,Honolulu,Honolulu,308.0
96827,Honolulu,Honolulu,301.0
96827,Honolulu,Honolulu,302.0
96828,Honolulu,Honolulu,304.0
96828,Honolulu,Honolulu,305.0
96828,Honolulu,Honolulu,307.0
96828,Honolulu,Honolulu,303.0
96828,Honolulu,Honolulu,306.0
96828,Honolulu,Honolulu,308.0
96828,Honolulu,Honolulu,301.0
96828,Honolulu,Honolulu,302.0
96829,Honolulu,Honolulu,304.0
96829,Honolulu,Honolulu,305.0
96829,Honolulu,Honolulu,307.0
96829,Honolulu,Honolulu,303.0
96829,Honolulu,Honolulu,306.0
96829,Honolulu,Honolulu,308.0
96829,Honolulu,Honolulu,301.0
96829,Honolulu,Honolulu,302.0
96830,Honolulu,Honolulu,304.0
96830,Honolulu,Honolulu,305.0
96830,Honolulu,Honolulu,307.0
96830,Honolulu,Honolulu,303.0
96830,Honolulu,Honolulu,306.0
96830,Honolulu,Honolulu,308.0
96830,Honolulu,Honolulu,301.0
96830,Honolulu,Honolulu,302.0
96831,Honolulu,Honolulu,304.0
96831,Honolulu,Honolulu,305.0
96831,Honolulu,Honolulu,307.0
96831,Honolulu,Honolulu,303.0
96831,Honolulu,Honolulu,306.0
96831,Honolulu,Honolulu,308.0
96831,Honolulu,Honolulu,301.0
96831,Honolulu,Honolulu,302.0
96832,Honolulu,Honolulu,304.0
96832,Honolulu,Honolulu,305.0
96832,Honolulu,Honolulu,307.0
96832,Honolulu,Honolulu,303.0
96832,Honolulu,Honolulu,306.0
96832,Honolulu,Honolulu,308.0
96832,Honolulu,Honolulu,301.0
96832,Honolulu,Honolulu,302.0
96833,Honolulu,Honolulu,304.0
96833,Honolulu,Honolulu,305.0
96833,Honolulu,Honolulu,307.0
96833,Honolulu,Honolulu,303.0
96833,Honolulu,Honolulu,306.0
96833,Honolulu,Honolulu,308.0
96833,Honolulu,Honolulu,301.0
96833,Honolulu,Honolulu,302.0
96834,Honolulu,Honolulu,304.0
96834,Honolulu,Honolulu,305.0
96834,Honolulu,Honolulu,307.0
96834,Honolulu,Honolulu,303.0
96834,Honolulu,Honolulu,306.0
96834,Honolulu,Honolulu,308.0
96834,Honolulu,Honolulu,301.0
96834,Honolulu,Honolulu,302.0
96835,Honolulu,Honolulu,304.0
96835,Honolulu,Honolulu,305.0
96835,Honolulu,Honolulu,307.0
96835,Honolulu,Honolulu,303.0
96835,Honolulu,Honolulu,306.0
96835,Honolulu,Honolulu,308.0
96835,Honolulu,Honolulu,301.0
96835,Honolulu,Honolulu,302.0
96836,Honolulu,Honolulu,304.0
96836,Honolulu,Honolulu,305.0
96836,Honolulu,Honolulu,307.0
96836,Honolulu,Honolulu,303.0
96836,Honolulu,Honolulu,306.0
96836,Honolulu,Honolulu,308.0
96836,Honolulu,Honolulu,301.0
96836,Honolulu,Honolulu,302.0
96837,Honolulu,Honolulu,304.0
96837,Honolulu,Honolulu,305.0
96837,Honolulu,Honolulu,307.0
96837,Honolulu,Honolulu,303.0
96837,Honolulu,Honolulu,306.0
96837,Honolulu,Honolulu,308.0
96837,Honolulu,Honolulu,301.0
96837,Honolulu,Honolulu,302.0
96838,Honolulu,Honolulu,304.0
96838,Honolulu,Honolulu,305.0
96838,Honolulu,Honolulu,307.0
96838,Honolulu,Honolulu,303.0
96838,Honolulu,Honolulu,306.0
96838,Honolulu,Honolulu,308.0
96838,Honolulu,Honolulu,301.0
96838,Honolulu,Honolulu,302.0
96839,Honolulu,Honolulu,304.0
96839,Honolulu,Honolulu,305.0
96839,Honolulu,Honolulu,307.0
96839,Honolulu,Honolulu,303.0
96839,Honolulu,Honolulu,306.0
96839,Honolulu,Honolulu,308.0
96839,Honolulu,Honolulu,301.0
96839,Honolulu,Honolulu,302.0
96840,Honolulu,Honolulu,304.0
96840,Honolulu,Honolulu,305.0
96840,Honolulu,Honolulu,307.0
96840,Honolulu,Honolulu,303.0
96840,Honolulu,Honolulu,306.0
96840,Honolulu,Honolulu,308.0
96840,Honolulu,Honolulu,301.0
96840,Honolulu,Honolulu,302.0
96841,Honolulu,Honolulu,304.0
96841,Honolulu,Honolulu,305.0
96841,Honolulu,Honolulu,307.0
96841,Honolulu,Honolulu,303.0
96841,Honolulu,Honolulu,306.0
96841,Honolulu,Honolulu,308.0
96841,Honolulu,Honolulu,301.0
96841,Honolulu,Honolulu,302.0
96842,Honolulu,Honolulu,304.0
96842,Honolulu,Honolulu,305.0
96842,Honolulu,Honolulu,307.0
96842,Honolulu,Honolulu,303.0
96842,Honolulu,Honolulu,306.0
96842,Honolulu,Honolulu,308.0
96842,Honolulu,Honolulu,301.0
96842,Honolulu,Honolulu,302.0
96843,Honolulu,Honolulu,304.0
96843,Honolulu,Honolulu,305.0
96843,Honolulu,Honolulu,307.0
96843,Honolulu,Honolulu,303.0
96843,Honolulu,Honolulu,306.0
96843,Honolulu,Honolulu,308.0
96843,Honolulu,Honolulu,301.0
96843,Honolulu,Honolulu,302.0
96844,Honolulu,Honolulu,304.0
96844,Honolulu,Honolulu,305.0
96844,Honolulu,Honolulu,307.0
96844,Honolulu,Honolulu,303.0
96844,Honolulu,Honolulu,306.0
96844,Honolulu,Honolulu,308.0
96844,Honolulu,Honolulu,301.0
96844,Honolulu,Honolulu,302.0
96845,Honolulu,Honolulu,304.0
96845,Honolulu,Honolulu,305.0
96845,Honolulu,Honolulu,307.0
96845,Honolulu,Honolulu,303.0
96845,Honolulu,Honolulu,306.0
96845,Honolulu,Honolulu,308.0
96845,Honolulu,Honolulu,301.0
96845,Honolulu,Honolulu,302.0
96846,Honolulu,Honolulu,304.0
96846,Honolulu,Honolulu,305.0
96846,Honolulu,Honolulu,307.0
96846,Honolulu,Honolulu,303.0
96846,Honolulu,Honolulu,306.0
96846,Honolulu,Honolulu,308.0
96846,Honolulu,Honolulu,301.0
96846,Honolulu,Honolulu,302.0
96847,Honolulu,Honolulu,304.0
96847,Honolulu,Honolulu,305.0
96847,Honolulu,Honolulu,307.0
96847,Honolulu,Honolulu,303.0
96847,Honolulu,Honolulu,306.0
96847,Honolulu,Honolulu,308.0
96847,Honolulu,Honolulu,301.0
96847,Honolulu,Honolulu,302.0
96848,Honolulu,Honolulu,304.0
96848,Honolulu,Honolulu,305.0
96848,Honolulu,Honolulu,307.0
96848,Honolulu,Honolulu,303.0
96848,Honolulu,Honolulu,306.0
96848,Honolulu,Honolulu,308.0
96848,Honolulu,Honolulu,301.0
96848,Honolulu,Honolulu,302.0
96849,Honolulu,Honolulu,304.0
96849,Honolulu,Honolulu,305.0
96849,Honolulu,Honolulu,307.0
96849,Honolulu,Honolulu,303.0
96849,Honolulu,Honolulu,306.0
96849,Honolulu,Honolulu,308.0
96849,Honolulu,Honolulu,301.0
96849,Honolulu,Honolulu,302.0
96850,Honolulu,Honolulu,304.0
96850,Honolulu,Honolulu,305.0
96850,Honolulu,Honolulu,307.0
96850,Honolulu,Honolulu,303.0
96850,Honolulu,Honolulu,306.0
96850,Honolulu,Honolulu,308.0
96850,Honolulu,Honolulu,301.0
96850,Honolulu,Honolulu,302.0
96851,Honolulu,Honolulu,304.0
96851,Honolulu,Honolulu,305.0
96851,Honolulu,Honolulu,307.0
96851,Honolulu,Honolulu,303.0
96851,Honolulu,Honolulu,306.0
96851,Honolulu,Honolulu,308.0
96851,Honolulu,Honolulu,301.0
96851,Honolulu,Honolulu,302.0
96852,Honolulu,Honolulu,304.0
96852,Honolulu,Honolulu,305.0
96852,Honolulu,Honolulu,307.0
96852,Honolulu,Honolulu,303.0
96852,Honolulu,Honolulu,306.0
96852,Honolulu,Honolulu,308.0
96852,Honolulu,Honolulu,301.0
96852,Honolulu,Honolulu,302.0
96853,Honolulu,Honolulu,304.0
96853,Honolulu,Honolulu,305.0
96853,Honolulu,Honolulu,307.0
96853,Honolulu,Honolulu,303.0
96853,Honolulu,Honolulu,306.0
96853,Honolulu,Honolulu,308.0
96853,Honolulu,Honolulu,301.0
96853,Honolulu,Honolulu,302.0
96854,Honolulu,Honolulu,304.0
96854,Honolulu,Honolulu,305.0
96854,Honolulu,Honolulu,307.0
96854,Honolulu,Honolulu,303.0
96854,Honolulu,Honolulu,306.0
96854,Honolulu,Honolulu,308.0
96854,Honolulu,Honolulu,301.0
96854,Honolulu,Honolulu,302.0
96855,Honolulu,Honolulu,304.0
96855,Honolulu,Honolulu,305.0
96855,Honolulu,Honolulu,307.0
96855,Honolulu,Honolulu,303.0
96855,Honolulu,Honolulu,306.0
96855,Honolulu,Honolulu,308.0
96855,Honolulu,Honolulu,301.0
96855,Honolulu,Honolulu,302.0
96856,Honolulu,Honolulu,304.0
96856,Honolulu,Honolulu,305.0
96856,Honolulu,Honolulu,307.0
96856,Honolulu,Honolulu,303.0
96856,Honolulu,Honolulu,306.0
96856,Honolulu,Honolulu,308.0
96856,Honolulu,Honolulu,301.0
96856,Honolulu,Honolulu,302.0
96857,Honolulu,Honolulu,304.0
96857,Honolulu,Honolulu,305.0
96857,Honolulu,Honolulu,307.0
96857,Honolulu,Honolulu,303.0
96857,Honolulu,Honolulu,306.0
96857,Honolulu,Honolulu,308.0
96857,Honolulu,Honolulu,301.0
96857,Honolulu,Honolulu,302.0
96858,Honolulu,Honolulu,304.0
96858,Honolulu,Honolulu,305.0
96858,Honolulu,Honolulu,307.0
96858,Honolulu,Honolulu,303.0
96858,Honolulu,Honolulu,306.0
96858,Honolulu,Honolulu,308.0
96858,Honolulu,Honolulu,301.0
96858,Honolulu,Honolulu,302.0
96859,Honolulu,Honolulu,304.0
96859,Honolulu,Honolulu,305.0
96859,Honolulu,Honolulu,307.0
96859,Honolulu,Honolulu,303.0
96859,Honolulu,Honolulu,306.0
96859,Honolulu,Honolulu,308.0
96859,Honolulu,Honolulu,301.0
96859,Honolulu,Honolulu,302.0
96860,Honolulu,Honolulu,304.0
96860,Honolulu,Honolulu,305.0
96860,Honolulu,Honolulu,307.0
96860,Honolulu,Honolulu,303.0
96860,Honolulu,Honolulu,306.0
96860,Honolulu,Honolulu,308.0
96860,Honolulu,Honolulu,301.0
96860,Honolulu,Honolulu,302.0
96861,Honolulu,Honolulu,304.0
96861,Honolulu,Honolulu,305.0
96861,Honolulu,Honolulu,307.0
96861,Honolulu,Honolulu,303.0
96861,Honolulu,Honolulu,306.0
96861,Honolulu,Honolulu,308.0
96861,Honolulu,Honolulu,301.0
96861,Honolulu,Honolulu,302.0
96862,Honolulu,Honolulu,304.0
96862,Honolulu,Honolulu,305.0
96862,Honolulu,Honolulu,307.0
96862,Honolulu,Honolulu,303.0
96862,Honolulu,Honolulu,306.0
96862,Honolulu,Honolulu,308.0
96862,Honolulu,Honolulu,301.0
96862,Honolulu,Honolulu,302.0
96863,Honolulu,Honolulu,304.0
96863,Honolulu,Honolulu,305.0
96863,Honolulu,Honolulu,307.0
96863,Honolulu,Honolulu,303.0
96863,Honolulu,Honolulu,306.0
96863,Honolulu,Honolulu,308.0
96863,Honolulu,Honolulu,301.0
96863,Honolulu,Honolulu,302.0
96864,Honolulu,Honolulu,304.0
96864,Honolulu,Honolulu,305.0
96864,Honolulu,Honolulu,307.0
96864,Honolulu,Honolulu,303.0
96864,Honolulu,Honolulu,306.0
96864,Honolulu,Honolulu,308.0
96864,Honolulu,Honolulu,301.0
96864,Honolulu,Honolulu,302.0
96865,Honolulu,Honolulu,304.0
96865,Honolulu,Honolulu,305.0
96865,Honolulu,Honolulu,307.0
96865,Honolulu,Honolulu,303.0
96865,Honolulu,Honolulu,306.0
96865,Honolulu,Honolulu,308.0
96865,Honolulu,Honolulu,301.0
96865,Honolulu,Honolulu,302.0
96866,Honolulu,Honolulu,304.0
96866,Honolulu,Honolulu,305.0
96866,Honolulu,Honolulu,307.0
96866,Honolulu,Honolulu,303.0
96866,Honolulu,Honolulu,306.0
96866,Honolulu,Honolulu,308.0
96866,Honolulu,Honolulu,301.0
96866,Honolulu,Honolulu,302.0
96867,Honolulu,Honolulu,304.0
96867,Honolulu,Honolulu,305.0
96867,Honolulu,Honolulu,307.0
96867,Honolulu,Honolulu,303.0
96867,Honolulu,Honolulu,306.0
96867,Honolulu,Honolulu,308.0
96867,Honolulu,Honolulu,301.0
96867,Honolulu,Honolulu,302.0
96868,Honolulu,Honolulu,304.0
96868,Honolulu,Honolulu,305.0
96868,Honolulu,Honolulu,307.0
96868,Honolulu,Honolulu,303.0
96868,Honolulu,Honolulu,306.0
96868,Honolulu,Honolulu,308.0
96868,Honolulu,Honolulu,301.0
96868,Honolulu,Honolulu,302.0
96869,Honolulu,Honolulu,304.0
96869,Honolulu,Honolulu,305.0
96869,Honolulu,Honolulu,307.0
96869,Honolulu,Honolulu,303.0
96869,Honolulu,Honolulu,306.0
96869,Honolulu,Honolulu,308.0
96869,Honolulu,Honolulu,301.0
96869,Honolulu,Honolulu,302.0
96870,Honolulu,Honolulu,304.0
96870,Honolulu,Honolulu,305.0
96870,Honolulu,Honolulu,307.0
96870,Honolulu,Honolulu,303.0
96870,Honolulu,Honolulu,306.0
96870,Honolulu,Honolulu,308.0
96870,Honolulu,Honolulu,301.0
96870,Honolulu,Honolulu,302.0
96871,Honolulu,Honolulu,304.0
96871,Honolulu,Honolulu,305.0
96871,Honolulu,Honolulu,307.0
96871,Honolulu,Honolulu,303.0
96871,Honolulu,Honolulu,306.0
96871,Honolulu,Honolulu,308.0
96871,Honolulu,Honolulu,301.0
96871,Honolulu,Honolulu,302.0
96872,Honolulu,Honolulu,304.0
96872,Honolulu,Honolulu,305.0
96872,Honolulu,Honolulu,307.0
96872,Honolulu,Honolulu,303.0
96872,Honolulu,Honolulu,306.0
96872,Honolulu,Honolulu,308.0
96872,Honolulu,Honolulu,301.0
96872,Honolulu,Honolulu,302.0
96873,Honolulu,Honolulu,304.0
96873,Honolulu,Honolulu,305.0
96873,Honolulu,Honolulu,307.0
96873,Honolulu,Honolulu,303.0
96873,Honolulu,Honolulu,306.0
96873,Honolulu,Honolulu,308.0
96873,Honolulu,Honolulu,301.0
96873,Honolulu,Honolulu,302.0
96874,Honolulu,Honolulu,304.0
96874,Honolulu,Honolulu,305.0
96874,Honolulu,Honolulu,307.0
96874,Honolulu,Honolulu,303.0
96874,Honolulu,Honolulu,306.0
96874,Honolulu,Honolulu,308.0
96874,Honolulu,Honolulu,301.0
96874,Honolulu,Honolulu,302.0
96875,Honolulu,Honolulu,304.0
96875,Honolulu,Honolulu,305.0
96875,Honolulu,Honolulu,307.0
96875,Honolulu,Honolulu,303.0
96875,Honolulu,Honolulu,306.0
96875,Honolulu,Honolulu,308.0
96875,Honolulu,Honolulu,301.0
96875,Honolulu,Honolulu,302.0
96876,Honolulu,Honolulu,304.0
96876,Honolulu,Honolulu,305.0
96876,Honolulu,Honolulu,307.0
96876,Honolulu,Honolulu,303.0
96876,Honolulu,Honolulu,306.0
96876,Honolulu,Honolulu,308.0
96876,Honolulu,Honolulu,301.0
96876,Honolulu,Honolulu,302.0
96877,Honolulu,Honolulu,304.0
96877,Honolulu,Honolulu,305.0
96877,Honolulu,Honolulu,307.0
96877,Honolulu,Honolulu,303.0
96877,Honolulu,Honolulu,306.0
96877,Honolulu,Honolulu,308.0
96877,Honolulu,Honolulu,301.0
96877,Honolulu,Honolulu,302.0
96878,Honolulu,Honolulu,304.0
96878,Honolulu,Honolulu,305.0
96878,Honolulu,Honolulu,307.0
96878,Honolulu,Honolulu,303.0
96878,Honolulu,Honolulu,306.0
96878,Honolulu,Honolulu,308.0
96878,Honolulu,Honolulu,301.0
96878,Honolulu,Honolulu,302.0
96879,Honolulu,Honolulu,304.0
96879,Honolulu,Honolulu,305.0
96879,Honolulu,Honolulu,307.0
96879,Honolulu,Honolulu,303.0
96879,Honolulu,Honolulu,306.0
96879,Honolulu,Honolulu,308.0
96879,Honolulu,Honolulu,301.0
96879,Honolulu,Honolulu,302.0
96880,Honolulu,Honolulu,304.0
96880,Honolulu,Honolulu,305.0
96880,Honolulu,Honolulu,307.0
96880,Honolulu,Honolulu,303.0
96880,Honolulu,Honolulu,306.0
96880,Honolulu,Honolulu,308.0
96880,Honolulu,Honolulu,301.0
96880,Honolulu,Honolulu,302.0
96881,Honolulu,Honolulu,304.0
96881,Honolulu,Honolulu,305.0
96881,Honolulu,Honolulu,307.0
96881,Honolulu,Honolulu,303.0
96881,Honolulu,Honolulu,306.0
96881,Honolulu,Honolulu,308.0
96881,Honolulu,Honolulu,301.0
96881,Honolulu,Honolulu,302.0
96882,Honolulu,Honolulu,304.0
96882,Honolulu,Honolulu,305.0
96882,Honolulu,Honolulu,307.0
96882,Honolulu,Honolulu,303.0
96882,Honolulu,Honolulu,306.0
96882,Honolulu,Honolulu,308.0
96882,Honolulu,Honolulu,301.0
96882,Honolulu,Honolulu,302.0
96883,Honolulu,Honolulu,304.0
96883,Honolulu,Honolulu,305.0
96883,Honolulu,Honolulu,307.0
96883,Honolulu,Honolulu,303.0
96883,Honolulu,Honolulu,306.0
96883,Honolulu,Honolulu,308.0
96883,Honolulu,Honolulu,301.0
96883,Honolulu,Honolulu,302.0
