B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
9840,10960,10740,14061,22135,13560,8741,11566,493151,54862,44643,58439,91131,11476,30883,43861,56253,Hawaii,15,2024,B19001
