B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
13662,16707,16293,16772,25137,16648,11893,16616,455868,50444,34713,37177,41743,14658,31912,48932,62561,Hawaii,15,2016,B19001
