B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
10676,15047,11125,15478,25998,12629,11699,13740,494827,56647,42833,54538,76182,15853,28915,44283,59184,Hawaii,15,2022,B19001
