B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
14242,14594,15836,17186,28417,13429,13464,14330,458078,51085,34245,42481,41888,15690,30533,43069,67589,Hawaii,15,2017,B19001
