B01001_012E,B01001_011E,B01001_014E,B01001_013E,B01001_016E,B01001_015E,B01001_019E,B01001_017E,B01001_018E,B01001_020E,B01001_022E,B01001_021E,B01001_024E,B01001_023E,B01001_026E,B01001_025E,B01001_028E,B01001_029E,B01001_027E,B01001_030E,B01001_032E,B01001_031E,B01001_034E,B01001_033E,B01001_036E,B01001_035E,B01001_038E,B01001_037E,B01001_039E,B01001_040E,B01001_042E,B01001_041E,B01001_044E,B01001_043E,B01001_046E,B01001_045E,B01001_048E,B01001_047E,B01001_049E,B01001_002E,B01001_001E,B01001_004E,B01001_003E,B01001_006E,B01001_007E,B01001_005E,B01001_009E,B01001_008E,B01001_010E,NAME,state,year,table_code
51304,44221,50640,47299,42672,41004,26306,41319,19556,18004,37436,24374,17730,28904,715998,12698,39910,41735,38117,23138,8805,14704,20435,7724,47842,42386,47659,46918,41130,42718,16919,43584,20416,28068,41036,24940,21139,33422,23253,719140,1435138,40953,39303,24284,15917,46447,8812,8080,31877,Hawaii,15,2023,B01001
