B01001_012E,B01001_011E,B01001_014E,B01001_013E,B01001_016E,B01001_015E,B01001_019E,B01001_017E,B01001_018E,B01001_020E,B01001_022E,B01001_021E,B01001_024E,B01001_023E,B01001_026E,B01001_025E,B01001_028E,B01001_029E,B01001_027E,B01001_030E,B01001_032E,B01001_031E,B01001_034E,B01001_033E,B01001_036E,B01001_035E,B01001_038E,B01001_037E,B01001_039E,B01001_040E,B01001_042E,B01001_041E,B01001_044E,B01001_043E,B01001_046E,B01001_045E,B01001_048E,B01001_047E,B01001_049E,B01001_002E,B01001_001E,B01001_004E,B01001_003E,B01001_006E,B01001_007E,B01001_005E,B01001_009E,B01001_008E,B01001_010E,NAME,state,year,table_code
54767,62284,45062,46202,44416,43170,22625,48517,16925,16079,26048,22606,10862,16559,706968,14643,42258,41267,45535,23641,8479,14107,28071,8461,48639,50706,44182,42331,43083,43930,17558,48470,18906,25894,27998,22205,16871,19414,24962,724635,1431603,43450,46558,24263,15891,44234,12058,11100,36316,Hawaii,15,2015,B01001
