B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
13731,16542,16852,16700,23431,14298,15293,15164,445936,51173,32445,38040,32942,14892,30955,48599,64879,Hawaii,15,2015,B19001
