B01001_012E,B01001_011E,B01001_014E,B01001_013E,B01001_016E,B01001_015E,B01001_019E,B01001_017E,B01001_018E,B01001_020E,B01001_022E,B01001_021E,B01001_024E,B01001_023E,B01001_026E,B01001_025E,B01001_028E,B01001_029E,B01001_027E,B01001_030E,B01001_032E,B01001_031E,B01001_034E,B01001_033E,B01001_036E,B01001_035E,B01001_038E,B01001_037E,B01001_039E,B01001_040E,B01001_042E,B01001_041E,B01001_044E,B01001_043E,B01001_046E,B01001_045E,B01001_048E,B01001_047E,B01001_049E,B01001_002E,B01001_001E,B01001_004E,B01001_003E,B01001_006E,B01001_007E,B01001_005E,B01001_009E,B01001_008E,B01001_010E,NAME,state,year,table_code
51171,48498,48811,49523,44084,42398,27211,43534,17581,16737,36192,25714,15280,26911,714887,13361,38033,44533,38990,22112,7078,14566,25863,6875,48012,42410,45262,48535,40943,42719,19294,41696,19889,27507,37713,26796,20665,31655,23741,725309,1440196,44200,39937,25322,15574,43739,11445,10039,28047,Hawaii,15,2022,B01001
