B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
10270,14278,15795,15335,26535,14890,13803,14986,490080,50572,38415,51453,65102,14176,30787,46878,66805,Hawaii,15,2021,B19001
