B01001_012E,B01001_011E,B01001_014E,B01001_013E,B01001_016E,B01001_015E,B01001_019E,B01001_017E,B01001_018E,B01001_020E,B01001_022E,B01001_021E,B01001_024E,B01001_023E,B01001_026E,B01001_025E,B01001_028E,B01001_029E,B01001_027E,B01001_030E,B01001_032E,B01001_031E,B01001_034E,B01001_033E,B01001_036E,B01001_035E,B01001_038E,B01001_037E,B01001_039E,B01001_040E,B01001_042E,B01001_041E,B01001_044E,B01001_043E,B01001_046E,B01001_045E,B01001_048E,B01001_047E,B01001_049E,B01001_002E,B01001_001E,B01001_004E,B01001_003E,B01001_006E,B01001_007E,B01001_005E,B01001_009E,B01001_008E,B01001_010E,NAME,state,year,table_code
49361,54668,45351,47170,42663,43383,25658,43224,19414,16762,32035,23334,13563,18892,709789,14113,40918,41242,43576,23104,6615,14757,24663,8916,48123,48873,41114,47906,42279,43065,20197,43071,19166,28602,32764,25311,17046,22521,25960,710702,1420491,43516,43861,23704,16295,43334,8397,10120,31884,Hawaii,15,2018,B01001
