B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
11366,14109,11868,12936,22525,14137,10151,14422,493898,52604,45025,56111,84064,12835,25881,44035,61829,Hawaii,15,2023,B19001
