B12001_015E,B12001_014E,B12001_018E,B12001_017E,B12001_016E,B12001_011E,B12001_010E,B12001_013E,B12001_012E,B12001_019E,B12001_003E,B12001_002E,B12001_005E,B12001_004E,B12001_001E,B12001_008E,B12001_007E,B12001_006E,B12001_009E,NAME,state,year,table_code
35176,257698,55749,25061,10115,604067,54730,292874,191903,63541,228057,597407,266287,299614,1201474,26150,7177,33327,15006,Hawaii,15,2024,B12001
