B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,NAME,state,year,table_code
14803,17909,14612,18829,24091,9842,14171,13740,455309,53504,37961,43919,46416,14371,29884,40807,60450,Hawaii,15,2018,B19001
