B01001_012E,B01001_011E,B01001_014E,B01001_013E,B01001_016E,B01001_015E,B01001_019E,B01001_017E,B01001_018E,B01001_020E,B01001_022E,B01001_021E,B01001_024E,B01001_023E,B01001_026E,B01001_025E,B01001_028E,B01001_029E,B01001_027E,B01001_030E,B01001_032E,B01001_031E,B01001_034E,B01001_033E,B01001_036E,B01001_035E,B01001_038E,B01001_037E,B01001_039E,B01001_040E,B01001_042E,B01001_041E,B01001_044E,B01001_043E,B01001_046E,B01001_045E,B01001_048E,B01001_047E,B01001_049E,B01001_002E,B01001_001E,B01001_004E,B01001_003E,B01001_006E,B01001_007E,B01001_005E,B01001_009E,B01001_008E,B01001_010E,NAME,state,year,table_code
51528,55236,45949,47044,43109,43059,25480,46012,18507,16211,29658,23866,12123,19490,711188,12784,42730,40020,43611,22088,7075,13820,25438,8718,49566,49734,40359,48485,43160,44280,18735,48189,18688,25562,30975,25463,19139,21610,23743,716350,1427538,43351,45962,24191,16545,44044,11650,7985,32566,Hawaii,15,2017,B01001
