district,total_tax_units,weighted_tax_units,total_population_estimate,ctc_recipient_units,ctc_recipient_rate,total_ctc_amount,total_refundable_ctc,total_nonrefundable_ctc,total_qualifying_children,avg_ctc_per_unit,avg_ctc_per_recipient,ctc_Q2_Low,ctc_Q1_Lowest,ctc_Q3_Middle,ctc_Q4_High,ctc_Q5_Highest,ctc_single,ctc_married_filing_jointly,ctc_married_filing_separately,ctc_head_of_household
2.0,4807.0,92342.2224143141,92342.2224143141,728.0,0.1514458081963803,49101061.661091074,30828780.58759422,18272281.073496856,26296.230518299017,531.7292607577511,3510.320411755489,6895542.906841856,12767400.399775302,9003902.30736795,14958108.009559821,5476108.037546143,1988587.0512825265,34263968.18859513,1642815.6737946272,11205690.747418787
